,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind,kind_num,density_num
245,6.1,0.18,2.16,2.0,0.038,136.0,249.5,low,3.37,0.79,11.3,6,white,0.0,1.0
246,6.8,0.21,1.89,2.1,0.03,162.0,139.0,low,3.16,0.61,12.6,7,white,0.0,1.0
247,5.8,0.2,1.89,1.4,0.031,150.0,77.0,low,3.25,0.36,10.9,7,nan,,1.0
248,5.6,0.19,1.82,1.4,0.03,148.0,76.0,low,3.25,0.37,10.9,7,white,0.0,1.0
249,6.1,0.41,0.7,10.4,0.037,118.0,119.0,high,3.38,0.45,10.0,5,white,0.0,3.0
250,7.68,0.21,1.12,4.6,0.053,124.0,199.0,high,3.244,0.532,10.0,4,white,0.0,3.0
251,8.5,0.26,0.63,16.2,0.074,101.0,197.0,very high,3.02,0.5,9.8,3,white,0.0,4.0
252,6.9,0.4,2.8,11.2,0.043,144.0,142.0,very high,3.14,0.46,8.7,5,white,0.0,4.0
253,5.8,0.24,1.32,3.5,0.029,73.0,109.0,low,3.53,0.43,11.7,3,white,0.0,1.0
254,5.8,0.24,2.34,1.5,0.054,157.0,158.0,medium,3.21,0.52,9.3,6,white,0.0,2.0
255,6.7,0.26,3.12,1.1,0.04,209.0,147.0,medium,3.32,0.58,9.6,8,white,0.0,2.0
256,6.3,0.35,2.1,5.7,0.035,152.0,97.0,medium,3.27,0.41,11.0,7,white,0.0,2.0
257,6.3,0.35,2.1,5.7,0.035,146.0,97.0,medium,3.27,0.556,10.773,7,white,0.0,2.0
258,6.4,0.23,2.34,1.8,0.032,141.0,118.0,low,3.32,0.5,10.724,6,white,0.0,1.0
259,7.326,0.36,1.52,0.9,0.037,83.0,75.0,low,3.28,0.34,11.4,4,nan,,1.0
260,6.9,0.115,2.1,5.4,0.048,158.0,108.0,medium,3.32,0.42,10.2,6,white,0.0,2.0
261,6.9,0.29,2.0,19.45,0.043,142.0,156.0,very high,2.93,0.605,8.9,5,white,0.0,4.0
262,6.9,0.28,2.0,8.2,0.036,113.0,95.0,medium,3.17,0.583,10.2,5,white,0.0,2.0
263,7.2,0.29,2.4,13.6,0.045,188.0,231.0,very high,3.08,0.59,9.6,6,white,0.0,4.0
264,7.254,0.24,2.1,1.2,0.038,140.0,167.0,low,3.1,0.48,10.6,6,white,0.0,1.0
265,6.9,0.347,2.0,5.577,0.043,134.0,156.0,very high,2.93,0.47,8.9,5,white,0.0,4.0
266,6.9,0.32,1.56,8.3,0.053,152.0,180.0,high,3.25,0.51,9.2,6,nan,,3.0
267,5.3,0.58,0.35,6.9,0.043,136.0,149.0,medium,3.34,0.57,9.7,5,white,0.0,2.0
268,5.3,0.585,0.42,7.1,0.044,152.0,145.0,medium,3.34,0.57,9.7,6,white,0.0,2.0
269,5.4,0.59,0.42,7.0,0.045,158.0,147.0,medium,3.34,0.57,9.7,6,white,0.0,2.0
270,6.9,0.32,1.56,8.3,0.053,150.0,180.0,high,3.25,0.51,9.2,6,white,0.0,3.0
271,7.846,0.6,0.35,7.0,0.044,137.0,147.0,medium,3.33,0.58,9.7,5,white,0.0,2.0
272,5.8,0.25,1.3,13.1,0.051,148.0,148.0,very high,3.29,0.38,9.3,5,white,0.0,4.0
273,6.6,0.58,1.5,5.1,0.057,128.0,123.0,high,3.24,0.38,9.0,5,white,0.0,3.0
274,7.0,0.29,2.7,10.7,0.046,155.0,234.0,high,3.05,0.61,9.5,5,white,0.0,3.0
275,6.6,0.19,2.46,8.9,0.046,173.0,169.0,high,3.14,0.57,9.8,6,white,0.0,3.0
276,7.373,0.2,2.46,9.1,0.044,170.0,166.0,high,3.14,0.58,9.8,6,white,0.0,3.0
277,7.7,0.38,2.0,1.1,0.042,113.0,60.0,low,2.89,0.5,10.6,5,white,0.0,1.0
278,6.8,0.32,1.36,1.2,0.044,94.0,67.0,low,3.05,0.47,10.6,4,white,0.0,1.0
279,7.0,0.3,3.43,4.7,0.036,155.0,105.0,low,3.26,0.547,12.4,7,white,0.0,1.0
280,7.0,0.24,2.88,2.8,0.034,182.0,112.0,low,3.19,0.38,12.6,8,white,0.0,1.0
281,7.349,0.31,2.026,5.0,0.039,196.0,114.0,low,3.3,0.6,12.3,8,white,0.0,1.0
282,6.8,0.44,1.48,5.1,0.047,126.0,201.0,medium,3.08,0.65,10.5,4,white,0.0,2.0
283,6.7,0.34,1.5,15.6,0.054,153.0,196.0,very high,3.19,0.49,9.3,5,white,0.0,4.0
284,7.1,0.35,1.2,15.4,0.055,146.0,198.0,very high,3.12,0.586,8.8,5,white,0.0,4.0
285,7.3,0.32,1.25,7.2,0.056,149.0,180.0,high,3.08,0.47,8.8,5,nan,,3.0
286,6.5,0.28,1.98,15.7,0.053,173.0,190.0,very high,3.22,0.51,9.7,6,nan,,4.0
287,7.2,0.23,2.73,14.2,0.058,189.0,192.0,very high,2.98,0.48,9.0,7,white,0.0,4.0
288,7.679,0.23,2.73,14.2,0.058,193.0,192.0,very high,2.98,0.48,9.0,7,white,0.0,4.0
289,7.2,0.23,2.73,14.2,0.058,187.0,192.0,very high,2.98,0.48,9.0,7,white,0.0,4.0
290,7.2,0.394,2.73,14.2,0.058,185.0,192.0,very high,2.98,0.48,9.0,7,white,0.0,4.0
291,5.9,0.15,1.86,5.8,0.041,179.0,155.0,medium,3.52,0.46,10.5,6,white,0.0,2.0
292,7.4,0.28,2.1,6.293,0.066,153.0,195.0,very high,2.96,0.44,9.1,5,white,0.0,4.0
293,6.2,0.28,1.54,7.3,0.041,172.0,157.0,high,3.44,0.64,9.8,7,white,0.0,3.0
294,9.1,0.59,1.14,1.6,0.066,92.0,182.0,high,3.23,0.38,8.5,3,white,0.0,3.0
295,6.3,0.352,1.62,1.2,0.046,154.0,175.0,medium,3.37,0.54,9.4,6,white,0.0,2.0
296,7.209,0.405,3.5,10.6,0.045,135.0,169.0,very high,3.09,0.57,9.4,5,white,0.0,4.0
297,7.2,0.421,3.22,3.8,0.041,222.0,187.0,medium,3.19,0.6,11.2,7,white,0.0,2.0
298,7.5,0.17,2.64,11.3,0.046,183.0,146.0,very high,3.17,0.45,10.0,6,white,0.0,4.0
299,6.7,0.17,3.0,2.1,0.043,149.0,122.0,low,3.15,0.571,10.3,6,white,0.0,1.0
300,6.1,0.41,0.0,1.6,0.063,162.0,87.0,low,3.27,0.67,10.8,6,white,0.0,1.0
301,8.3,0.2,2.1,0.9,0.05,126.0,74.0,low,3.13,0.38,10.5,6,white,0.0,1.0
302,6.1,0.41,0.0,1.6,0.063,158.0,87.0,low,3.27,0.67,10.8,6,white,0.0,1.0
303,6.0,0.29,1.26,1.3,0.055,162.0,168.0,low,3.32,0.43,11.1,6,white,0.0,1.0
304,7.788,0.41,1.44,6.8,0.057,161.0,163.0,high,3.2,0.41,9.9,6,white,0.0,3.0
305,7.3,0.41,1.44,6.8,0.057,159.0,163.0,high,3.2,0.593,9.9,6,white,0.0,3.0
306,7.2,0.43,1.2,6.7,0.058,140.0,163.0,high,3.2,0.41,9.9,5,white,0.0,3.0
307,7.3,0.4,1.44,6.7,0.058,159.0,166.0,high,3.2,0.41,9.9,6,white,0.0,3.0
308,6.2,0.33,1.89,4.9,0.036,170.0,134.0,medium,3.2,0.42,10.4,7,white,0.0,2.0
309,6.2,0.31,1.56,4.8,0.037,156.0,148.0,medium,3.21,0.41,10.4,6,white,0.0,2.0
310,6.1,0.36,1.89,2.1,0.035,147.761,100.0,low,3.4,0.556,11.5,7,white,0.0,1.0
311,5.0,0.55,1.12,8.3,0.032,197.0,164.0,low,3.53,0.592,12.5,8,white,0.0,1.0
312,7.682,0.25,2.46,3.7,0.042,157.0,149.0,high,3.36,0.45,10.0,6,white,0.0,3.0
313,5.7,0.36,1.26,6.7,0.038,169.0,166.0,medium,3.29,0.63,10.0,6,white,0.0,2.0
314,5.8,0.34,1.05,6.6,0.04,146.0,167.0,medium,3.29,0.62,10.0,5,white,0.0,2.0
315,6.8,0.28,3.6,1.1,0.132,166.0,127.0,medium,3.09,0.571,9.1,6,white,0.0,2.0
316,6.8,0.25,2.04,4.7,0.031,149.234,134.0,medium,3.21,0.38,10.6,6,white,0.0,2.0
317,6.6,0.24,1.75,7.7,0.031,140.0,135.0,medium,3.19,0.37,10.5,5,white,0.0,2.0
318,5.9,0.3,3.29,7.85,0.03,157.0,133.0,medium,3.52,0.43,11.5,7,white,0.0,2.0
319,6.1,0.125,1.5,3.3,0.04,128.0,69.0,medium,3.54,0.59,10.1,6,white,0.0,2.0
320,6.0,0.1,1.68,1.1,0.041,155.0,65.0,medium,3.61,0.61,10.3,7,white,0.0,2.0
321,6.6,0.24,1.75,7.7,0.031,130.0,135.0,medium,3.19,0.37,10.5,5,white,0.0,2.0
322,6.8,0.25,2.04,4.7,0.031,152.0,134.0,medium,3.21,0.38,10.6,6,white,0.0,2.0
323,6.8,0.28,2.64,9.3,0.031,155.0,137.0,medium,3.16,0.36,10.4,6,white,0.0,2.0
324,8.3,0.41,2.55,2.0,0.046,115.0,207.0,medium,3.02,0.54,11.4,5,white,0.0,2.0
325,7.5,0.27,1.55,5.8,0.057,153.163,137.383,medium,3.18,0.59,10.5,5,white,0.0,2.0
326,7.765,0.26,2.46,15.15,0.04,160.0,216.0,very high,2.96,0.6,10.0,6,white,0.0,4.0
327,6.4,0.34,1.38,6.3,0.039,161.0,143.0,medium,3.19,0.65,10.0,6,white,0.0,2.0
328,6.5,0.28,2.1,15.4,0.042,171.0,195.0,very high,3.23,0.5,9.6,6,white,0.0,4.0
329,7.2,0.21,2.05,1.3,0.036,131.0,85.0,low,3.17,0.51,10.4,5,white,0.0,1.0
330,6.4,0.32,2.8,4.8,0.03,196.0,101.0,low,3.36,0.6,12.5,8,white,0.0,1.0
331,6.8,0.24,1.7,4.6,0.032,133.0,135.0,medium,3.2,0.39,10.6,5,white,0.0,2.0
332,6.3,0.23,1.8,1.8,0.033,138.0,91.0,low,3.28,0.4,11.8,6,white,0.0,1.0
333,6.5,0.28,1.7,9.9,0.038,122.0,133.0,high,3.11,0.44,9.8,5,white,0.0,3.0
334,5.6,0.26,1.3,5.7,0.031,110.0,80.0,low,3.25,0.38,10.8,5,white,0.0,1.0
335,6.3,0.23,1.8,1.8,0.033,136.0,91.0,low,3.28,0.4,11.8,6,white,0.0,1.0
336,6.3,0.23,1.98,1.5,0.036,129.0,105.0,low,3.32,0.57,11.2,6,white,0.0,1.0
337,5.8,0.27,1.62,12.3,0.045,181.0,170.0,very high,3.28,0.42,9.3,6,white,0.0,4.0
338,5.9,0.26,2.0,1.3,0.047,110.0,139.0,medium,3.45,0.53,10.4,5,white,0.0,2.0
339,6.6,0.18,2.45,1.5,0.049,191.0,141.0,medium,3.43,0.85,10.2,7,white,0.0,2.0
340,7.4,0.2,3.01,7.8,0.045,165.0,153.0,high,3.19,0.55,9.0,7,white,0.0,3.0
341,7.538,0.24,2.16,1.5,0.047,141.0,129.0,medium,3.2,0.54,10.0,6,white,0.0,2.0
342,6.4,0.26,2.52,9.7,0.044,152.0,140.0,high,3.18,0.47,9.1,6,white,0.0,3.0
343,5.4,0.31,2.35,3.0,0.053,152.0,144.0,medium,3.29,0.76,10.0,5,white,0.0,2.0
344,5.4,0.29,2.82,3.0,0.052,167.0,145.0,medium,3.29,0.75,10.0,6,white,0.0,2.0
345,7.1,0.145,1.98,4.6,0.05,155.0,131.0,medium,3.28,0.4,9.6,6,white,0.0,2.0
346,7.487,0.34,0.7,1.3,0.031,158.0,68.0,low,3.36,0.569,11.2,7,white,0.0,1.0
347,6.7,0.391,2.46,15.6,0.056,199.0,155.0,very high,3.2,0.44,8.8,6,white,0.0,4.0
348,7.847,0.18,2.76,13.6,0.052,160.0,118.0,very high,3.15,0.5,10.0,6,white,0.0,4.0
349,7.6,0.17,2.25,11.2,0.054,152.0,137.0,very high,3.15,0.47,10.0,5,white,0.0,4.0
350,7.357,0.12,2.52,2.1,0.044,187.0,146.0,low,3.27,0.74,11.4,7,white,0.0,1.0
351,7.3,0.33,2.8,6.85,0.038,180.0,138.0,low,3.03,0.3,11.9,7,white,0.0,1.0
352,5.5,0.335,1.8,2.5,0.071,145.0,128.0,medium,3.14,0.51,9.6,6,nan,,2.0
353,7.3,0.33,2.8,6.85,0.038,174.0,138.0,low,3.03,0.578,11.9,7,white,0.0,1.0
354,5.8,0.4,2.52,4.4,0.047,156.5,245.0,medium,3.25,0.57,9.6,6,white,0.0,2.0
355,7.699,0.22,2.22,14.3,0.063,170.0,191.0,very high,2.89,0.38,9.0,6,white,0.0,4.0
356,7.3,0.22,2.22,14.3,0.063,168.0,191.0,very high,2.89,0.38,9.0,6,white,0.0,4.0
357,6.1,0.36,1.98,1.1,0.05,148.0,169.0,medium,3.15,0.78,9.5,6,white,0.0,2.0
358,10.0,0.2,2.34,1.4,0.05,141.0,152.0,medium,3.0,0.42,10.4,6,white,0.0,2.0
359,6.9,0.24,2.04,4.7,0.04,161.0,161.0,medium,3.2,0.59,10.6,6,white,0.0,2.0
360,6.4,0.24,1.92,14.9,0.047,172.0,162.0,high,3.28,0.5,10.2,6,white,0.0,3.0
361,7.348,0.365,0.7,1.2,0.055,128.0,84.0,medium,3.15,0.43,8.9,5,white,0.0,2.0
362,6.8,0.15,1.8,5.3,0.05,164.0,127.0,medium,3.4,0.39,9.7,6,white,0.0,2.0
363,7.3,0.22,2.22,14.3,0.063,166.0,191.0,very high,2.89,0.38,9.0,6,white,0.0,4.0
364,6.8,0.16,2.8,2.3,0.037,162.0,102.0,low,3.49,0.568,11.4,7,nan,,1.0
365,6.0,0.26,2.24,3.5,0.028,169.0,113.0,low,3.4,0.71,12.3,7,white,0.0,1.0
366,6.0,0.18,1.62,1.5,0.089,160.0,143.0,low,3.49,0.62,10.8,6,white,0.0,1.0
367,6.9,0.33,1.26,1.0,0.053,161.0,148.0,medium,3.12,0.45,9.4,6,white,0.0,2.0
368,7.7,0.29,2.88,2.3,0.049,154.0,178.0,medium,3.17,0.64,10.6,6,white,0.0,2.0
369,7.1,0.39,1.75,12.5,0.044,128.0,72.0,medium,3.17,0.29,11.6,5,white,0.0,2.0
370,6.9,0.33,1.26,1.0,0.053,161.0,148.0,medium,3.12,0.557,9.4,6,white,0.0,2.0
371,7.7,0.29,2.88,2.3,0.049,156.0,178.0,medium,3.17,0.64,10.6,6,white,0.0,2.0
372,6.6,0.387,0.95,0.8,0.048,115.0,204.0,medium,3.34,0.56,10.0,5,white,0.0,2.0
373,7.2,0.27,1.62,2.4,0.048,148.0,149.0,medium,3.1,0.51,9.2,6,white,0.0,2.0
374,5.1,0.33,1.54,1.6,0.027,152.0,89.0,low,3.51,0.38,12.5,7,white,0.0,1.0
375,5.1,0.33,1.54,1.6,0.027,160.0,89.0,low,3.51,0.38,12.5,7,white,0.0,1.0
376,6.4,0.31,1.96,1.5,0.037,150.0,119.0,low,3.32,0.51,10.4,7,white,0.0,1.0
377,7.3,0.2,3.08,1.4,0.045,161.0,98.0,medium,3.15,0.46,10.0,7,white,0.0,2.0
378,5.7,0.32,3.0,2.6,0.049,139.0,155.0,medium,3.22,0.64,10.0,6,white,0.0,2.0
379,6.4,0.31,1.96,1.5,0.037,152.0,119.0,low,3.32,0.51,10.4,7,white,0.0,1.0
380,7.3,0.2,3.08,1.4,0.045,155.0,98.0,medium,3.15,0.46,10.0,7,white,0.0,2.0
381,7.2,0.28,1.56,12.5,0.046,166.0,179.0,very high,3.1,0.52,9.0,6,white,0.0,4.0
382,7.5,0.35,1.68,9.6,0.051,148.0,157.0,high,3.12,0.53,9.2,6,white,0.0,3.0
383,7.2,0.27,1.62,2.4,0.048,150.0,149.0,medium,3.1,0.548,9.2,6,white,0.0,2.0
384,6.0,0.36,2.73,3.2,0.027,160.0,125.0,low,3.38,0.587,11.3,7,white,0.0,1.0
385,5.1,0.33,1.54,1.6,0.027,158.0,89.0,low,3.51,0.38,12.5,7,white,0.0,1.0
386,5.0,0.17,3.92,1.5,0.026,164.0,115.0,low,3.48,0.39,10.8,7,white,0.0,1.0
387,6.3,0.39,1.75,5.9,0.04,152.259,260.0,medium,3.12,0.66,10.1,5,white,0.0,2.0
388,6.7,0.21,1.92,5.4,0.047,153.0,140.0,high,3.39,0.46,9.7,6,white,0.0,3.0
389,7.0,0.3,2.66,14.9,0.032,200.0,181.0,very high,3.18,0.61,9.3,7,white,0.0,4.0
390,7.0,0.3,2.66,14.9,0.032,198.0,181.0,very high,3.18,0.61,9.3,7,white,0.0,4.0
391,6.5,0.36,1.6,1.1,0.031,115.0,66.0,low,3.1,0.46,10.6,5,white,0.0,1.0
392,6.1,0.55,0.9,9.8,0.031,137.0,125.0,high,3.36,0.47,10.2,6,white,0.0,3.0
393,7.3,0.24,2.58,2.0,0.021,140.0,69.0,low,3.08,0.56,12.2,6,white,0.0,1.0
394,6.8,0.37,2.55,11.8,0.044,164.0,163.0,very high,3.19,0.44,8.8,5,white,0.0,4.0
395,6.8,0.27,0.6,1.3,0.04,189.0,168.0,low,3.18,0.41,10.0,5,white,0.0,1.0
396,8.2,0.28,2.1,1.8,0.031,134.0,93.0,low,3.09,0.39,11.4,5,white,0.0,1.0
397,6.3,0.2,2.4,1.5,0.037,157.0,107.0,low,3.46,0.5,11.4,6,white,0.0,1.0
398,5.9,0.26,1.35,18.2,0.048,152.0,168.0,very high,3.35,0.44,9.4,5,white,0.0,4.0
399,6.4,0.19,2.52,2.9,0.032,154.0,83.0,low,3.3,0.41,11.7,6,white,0.0,1.0
400,6.3,0.2,2.4,1.5,0.037,155.0,107.0,low,3.46,0.553,11.4,6,white,0.0,1.0
401,6.8,0.37,2.55,11.8,0.044,158.0,163.0,very high,3.19,0.44,8.8,5,white,0.0,4.0
402,6.1,0.35,0.35,1.4,0.069,126.0,108.0,medium,3.23,0.52,9.2,5,white,0.0,2.0
403,7.1,0.27,1.55,18.2,0.046,161.0,252.0,very high,3.07,0.56,8.7,5,white,0.0,4.0
404,7.634,0.22,1.86,6.3,0.035,155.0,170.0,low,3.24,0.66,12.6,6,nan,,1.0
405,6.8,0.27,0.6,1.3,0.04,193.0,168.0,low,3.18,0.41,10.0,5,white,0.0,1.0
406,5.8,0.28,2.38,4.0,0.031,180.0,99.0,low,3.39,0.39,12.8,7,white,0.0,1.0
407,6.9,0.49,1.2,1.2,0.049,113.0,125.0,medium,3.17,0.51,9.4,5,white,0.0,2.0
408,6.3,0.14,2.34,1.2,0.044,154.772,116.0,low,3.26,0.53,10.3,6,white,0.0,1.0
409,8.2,0.28,2.1,1.8,0.031,134.0,93.0,low,3.09,0.55,11.4,5,white,0.0,1.0
410,7.2,0.25,2.34,18.95,0.038,160.0,155.0,very high,2.97,0.47,10.502,6,white,0.0,4.0
411,7.344,0.28,2.16,12.7,0.04,162.0,140.0,very high,3.3,0.79,9.6,6,white,0.0,4.0
412,7.2,0.19,1.95,1.2,0.036,132.0,85.0,low,3.16,0.5,10.5,5,white,0.0,1.0
413,7.2,0.19,1.95,1.2,0.036,130.0,85.0,low,3.16,0.5,10.5,5,white,0.0,1.0
414,7.2,0.25,2.34,18.95,0.038,164.0,155.0,very high,2.97,0.47,9.0,6,white,0.0,4.0
415,7.3,0.28,2.16,12.7,0.04,156.0,140.0,very high,3.3,0.79,9.6,6,white,0.0,4.0
416,7.4,0.21,1.62,7.497,0.041,149.0,99.0,medium,3.19,0.33,9.8,6,white,0.0,2.0
417,6.8,0.26,1.1,7.7,0.047,159.0,210.0,high,3.1,0.47,9.0,5,white,0.0,3.0
418,7.4,0.21,1.62,1.2,0.041,147.0,99.0,medium,3.19,0.33,9.8,6,white,0.0,2.0
419,7.63,0.31,1.68,1.6,0.05,157.0,137.0,medium,3.31,0.56,10.5,6,white,0.0,2.0
420,7.0,0.22,2.17,2.7,0.03,181.0,136.0,low,3.16,0.37,12.7,7,white,0.0,1.0
421,7.0,0.21,1.68,8.7,0.045,151.0,222.0,high,3.25,0.54,10.4,6,white,0.0,3.0
422,7.0,0.21,1.68,8.6,0.045,159.0,221.0,high,3.25,0.54,10.4,6,white,0.0,3.0
423,7.0,0.21,1.68,8.6,0.045,153.0,221.0,high,3.25,0.54,10.4,6,white,0.0,3.0
424,6.9,0.23,2.66,8.3,0.047,187.0,162.0,high,3.34,0.52,10.5,7,white,0.0,3.0
425,7.0,0.21,1.68,8.7,0.045,157.0,222.0,high,3.25,0.54,10.4,6,white,0.0,3.0
426,7.0,0.21,1.68,8.6,0.045,155.0,221.0,high,3.25,0.54,10.4,6,white,0.0,3.0
427,6.8,0.29,2.5,13.3,0.053,150.0,194.0,very high,3.09,0.45,9.4,5,white,0.0,4.0
428,7.8,0.21,1.35,1.2,0.051,118.0,89.0,medium,3.06,0.582,10.942,5,white,0.0,2.0
429,7.1,0.31,2.35,13.6,0.056,152.0,197.0,very high,3.1,0.49,9.3,5,white,0.0,4.0
430,6.8,0.29,2.5,13.3,0.053,144.0,194.0,very high,3.09,0.45,9.4,5,white,0.0,4.0
431,6.4,0.34,0.5,1.1,0.048,115.0,84.0,medium,3.21,0.38,9.8,5,white,0.0,2.0
432,7.4,0.155,2.38,2.3,0.045,209.5,214.0,medium,3.18,0.61,9.9,7,white,0.0,2.0
433,7.2,0.55,0.36,1.5,0.108,100.0,151.0,medium,3.07,0.57,9.2,4,white,0.0,2.0
434,7.0,0.23,2.88,7.1,0.028,191.0,104.0,low,3.35,0.47,12.1,8,white,0.0,1.0
435,6.9,0.382,2.59,6.2,0.027,162.0,97.0,low,3.38,0.49,12.2,7,white,0.0,1.0
436,6.1,0.28,1.6,2.5,0.042,125.0,218.5,medium,3.27,0.568,9.8,5,white,0.0,2.0
437,6.6,0.16,2.56,1.4,0.035,205.0,186.0,low,3.35,0.546,12.4,8,white,0.0,1.0
438,7.4,0.372,2.38,2.3,0.045,215.5,214.0,medium,3.18,0.61,9.9,7,white,0.0,2.0
439,6.2,0.35,0.2,1.2,0.06,123.0,108.0,medium,3.26,0.54,9.2,5,white,0.0,2.0
440,6.7,0.344,2.59,1.6,0.028,162.0,102.0,low,3.29,0.59,11.6,7,white,0.0,1.0
441,6.1,0.38,1.2,6.6,0.033,139.0,137.0,medium,3.3,0.69,10.4,6,white,0.0,2.0
442,6.0,0.25,2.24,2.2,0.026,216.0,126.0,low,3.43,0.65,12.9,8,white,0.0,1.0
443,6.6,0.52,2.64,12.2,0.048,176.0,245.0,very high,3.26,0.54,9.3,6,white,0.0,4.0
444,6.9,0.24,2.16,5.577,0.031,158.0,139.0,very high,3.2,0.565,11.0,6,white,0.0,4.0
445,7.1,0.32,0.96,11.0,0.038,78.0,66.0,medium,3.24,0.4,11.5,3,white,0.0,2.0
446,5.8,0.28,1.35,2.6,0.054,132.0,156.0,low,3.53,0.555,12.4,5,white,0.0,1.0
447,6.5,0.41,1.44,14.0,0.048,140.0,113.0,very high,3.44,0.53,9.8,6,white,0.0,4.0
448,6.5,0.41,1.44,14.0,0.048,146.0,113.0,very high,3.44,0.53,9.8,6,white,0.0,4.0
449,6.4,0.28,2.03,1.6,0.052,176.0,127.0,medium,3.48,0.56,10.5,7,white,0.0,2.0
450,7.2,0.6,1.0,9.9,0.07,119.0,174.0,very high,3.03,0.579,9.1,5,white,0.0,4.0
451,6.1,0.2,1.25,1.2,0.038,132.0,128.0,low,3.24,0.44,10.1,5,white,0.0,1.0
452,5.9,0.46,0.98,2.7,0.042,169.0,160.0,medium,3.46,0.51,10.6,7,white,0.0,2.0
453,6.0,0.27,1.89,1.6,0.046,168.0,113.0,medium,3.41,0.51,10.5,7,white,0.0,2.0
454,6.4,0.28,2.03,1.6,0.052,174.0,127.0,medium,3.48,0.56,10.5,7,white,0.0,2.0
455,6.4,0.41,1.44,14.0,0.048,142.0,113.0,very high,3.44,0.53,9.8,6,white,0.0,4.0
456,6.3,0.23,2.17,1.5,0.022,149.0,82.0,low,3.3,0.4,12.9,7,white,0.0,1.0
457,7.1,0.21,1.35,8.6,0.056,128.0,111.0,high,2.95,0.52,9.5,5,white,0.0,3.0
458,6.0,0.37,1.92,1.0,0.053,145.0,218.5,medium,3.29,0.72,9.8,6,white,0.0,2.0
459,6.1,0.43,1.75,9.1,0.059,181.0,249.0,very high,3.37,0.5,8.5,5,white,0.0,4.0
460,7.1,0.21,1.35,8.6,0.056,128.0,111.0,high,2.95,0.52,9.5,5,white,0.0,3.0
461,7.0,0.25,1.45,15.2,0.047,144.0,171.0,very high,3.22,0.45,9.3,5,white,0.0,4.0
462,5.9,0.25,0.95,12.4,0.047,158.0,162.0,very high,3.35,0.38,9.5,5,white,0.0,4.0
463,6.8,0.32,1.26,2.2,0.044,131.0,68.0,medium,3.17,0.39,9.4,6,white,0.0,2.0
464,7.2,0.39,3.1,11.0,0.047,164.0,178.0,very high,3.16,0.5,8.7,5,white,0.0,4.0
465,7.848,0.21,2.9,10.0,0.081,130.0,126.0,high,2.95,0.57,8.9,5,white,0.0,3.0
466,7.0,0.14,1.92,9.0,0.039,178.0,141.0,high,3.22,0.43,9.4,6,white,0.0,3.0
467,6.8,0.32,1.26,2.2,0.044,139.0,68.0,medium,3.17,0.39,9.4,6,white,0.0,2.0
468,7.2,0.39,3.1,11.0,0.047,164.0,178.0,very high,3.16,0.5,8.7,5,white,0.0,4.0
469,7.2,0.29,2.65,18.15,0.047,163.0,182.0,very high,3.09,0.52,9.6,5,white,0.0,4.0
470,7.691,0.349,4.2,12.15,0.039,135.0,158.0,very high,3.0,0.73,9.3,6,white,0.0,4.0
471,7.471,0.38,1.7,3.4,0.036,134.0,200.0,medium,3.14,0.76,10.0,5,white,0.0,2.0
472,6.6,0.24,1.74,2.0,0.023,157.551,86.0,low,3.25,0.45,12.5,6,white,0.0,1.0
473,7.0,0.17,2.17,4.8,0.034,170.0,132.0,medium,3.36,0.48,9.6,7,white,0.0,2.0
474,7.586,0.16,1.32,4.5,0.03,150.0,102.0,medium,3.24,0.36,9.4,6,white,0.0,2.0
475,7.0,0.362,2.55,11.0,0.029,157.0,227.0,high,3.03,0.564,9.5,5,white,0.0,3.0
476,7.4,0.28,2.52,1.1,0.028,156.472,105.0,low,2.99,0.39,12.4,7,white,0.0,1.0
477,7.0,0.22,1.68,1.5,0.037,153.0,115.0,medium,3.11,0.55,10.5,6,white,0.0,2.0
478,7.1,0.55,0.78,1.7,0.073,137.0,165.0,medium,2.97,0.58,9.2,6,white,0.0,2.0
479,6.3,0.22,1.98,1.7,0.041,191.0,164.0,medium,3.32,0.56,10.4,6,white,0.0,2.0
480,6.7,0.47,1.7,8.9,0.043,129.0,172.0,high,3.22,0.6,9.2,5,white,0.0,3.0
481,5.9,0.36,2.46,1.3,0.047,171.0,104.0,low,3.33,0.51,10.6,6,white,0.0,1.0
482,5.8,0.25,1.2,13.3,0.044,137.0,137.0,very high,3.34,0.42,9.5,5,white,0.0,4.0
483,6.7,0.47,1.7,8.9,0.043,133.0,172.0,high,3.22,0.6,9.2,5,white,0.0,3.0
484,6.2,0.37,1.5,6.6,0.065,177.0,200.0,high,3.29,0.58,9.6,5,white,0.0,3.0
485,6.2,0.18,2.28,1.5,0.028,152.0,117.0,medium,3.47,0.54,9.7,6,white,0.0,2.0
486,6.0,0.16,2.22,1.5,0.025,161.0,117.0,medium,3.46,0.51,9.7,6,white,0.0,2.0
487,6.6,0.34,1.68,1.3,0.035,148.0,90.0,low,3.1,0.42,10.7,6,white,0.0,1.0
488,7.4,0.29,1.74,1.6,0.045,173.0,180.0,medium,3.34,0.68,10.5,6,white,0.0,2.0
489,7.4,0.26,1.86,7.6,0.047,172.0,177.0,high,3.13,0.45,8.9,6,white,0.0,3.0
490,7.0,0.28,2.16,1.0,0.035,128.0,70.0,low,3.09,0.46,12.1,6,white,0.0,1.0
