,FA,VA,CA,RS,chlorides,FSD,TSD,density,pH,sulphates,alcohol,quality
325,7.5,0.27,1.55,5.8,0.057,229.0,115.80207972270364,2,3.18,0.59,10.5,0
327,6.4,0.34,1.38,6.3,0.039,157.0,143.0,2,3.19,0.65,10.0,1
328,6.5,0.28,2.1,15.4,0.042,173.0,195.0,3,3.23,0.5,9.6,1
330,6.4,0.32,2.8,4.8,0.03,200.0,101.0,1,3.36,0.6,12.5,1
331,6.8,0.24,1.7,4.6,0.032,137.0,135.0,2,3.2,0.39,10.6,0
332,6.3,0.23,1.8,1.8,0.033,134.0,91.0,1,3.28,0.4,11.8,1
333,6.5,0.28,1.7,9.9,0.038,134.0,133.0,0,3.11,0.44,9.8,0
334,5.6,0.26,1.3,5.7,0.031,110.0,80.0,1,3.25,0.38,10.8,0
335,6.3,0.23,1.8,1.8,0.033,138.0,91.0,1,3.28,0.4,11.8,1
336,6.3,0.23,1.98,1.5,0.036000000000000004,137.0,105.0,1,3.32,0.42,11.2,1
337,5.8,0.27,1.62,12.3,0.045,171.0,170.0,3,3.28,0.42,9.3,1
338,5.9,0.26,2.0,1.3,0.047,110.0,139.0,2,3.45,0.53,10.4,0
339,6.6,0.18,2.45,1.5,0.049,189.0,141.0,2,3.43,0.85,10.2,1
341,8.0,0.24,2.16,1.5,0.047,139.0,129.0,2,3.2,0.54,10.0,1
342,6.4,0.26,1.8638096026490105,9.7,0.044000000000000004,154.0,140.0,0,3.18,0.47,9.1,1
343,5.4,0.31,2.35,3.0,0.053,146.0,144.0,2,3.29,0.76,10.0,0
344,5.4,0.29,2.82,3.0,0.052000000000000005,171.0,145.0,2,3.29,0.75,10.0,1
345,7.1,0.145,1.98,4.6,0.05,153.0,131.0,2,3.28,0.4,9.6,1
346,5.6,0.34,0.7,1.3,0.031,160.0,68.0,1,3.36,0.51,11.2,1
347,6.7,0.19,2.46,15.6,0.055999999999999994,199.0,155.0,3,3.2,0.44,8.8,1
348,7.8,0.18,2.76,13.6,0.052000000000000005,160.0,118.0,3,3.15,0.5,10.0,1
349,7.6,0.17,2.25,11.2,0.054000000000000006,158.0,137.0,3,3.15,0.47,10.0,0
350,6.3,0.12,2.52,2.1,0.044000000000000004,187.0,146.0,1,3.27,0.74,11.4,1
351,7.1831040774234385,0.33,2.8,6.85,0.038,170.0,138.0,1,3.03,0.3,11.9,1
352,5.5,0.335,1.8,2.5,0.071,149.0,128.0,2,3.14,0.51,9.6,1
353,7.3,0.33,2.8,6.85,0.038,172.0,138.0,1,3.03,0.3,11.9,1
355,7.3,0.22,2.22,14.3,0.063,170.0,191.0,3,2.89,0.38,9.0,1
356,7.3,0.22,2.22,14.3,0.063,168.0,191.0,3,2.89,0.38,9.0,1
357,6.1,0.36,1.98,1.1,0.05,146.0,169.0,2,3.15,0.78,9.5,1
358,10.0,0.2,2.34,1.4,0.05,135.0,152.0,2,3.0,0.42,10.4,1
359,6.9,0.24,2.04,4.7,0.04,161.0,161.0,2,3.2,0.59,10.6,1
360,6.4,0.24,1.92,14.9,0.047,178.0,162.0,0,3.28,0.5,10.2,1
361,7.1,0.365,0.7,1.2,0.055,132.0,84.0,2,3.15,0.43,8.9,0
362,6.8,0.15,1.8,5.3,0.05,156.0,127.0,2,3.4,0.39,9.7,1
363,7.3,0.22,2.22,14.3,0.063,166.0,191.0,3,2.89,0.38,9.0,1
364,6.8,0.16,2.8,2.3,0.037000000000000005,150.0,102.0,1,3.49,0.42,10.487660536156229,1
365,6.0,0.26,2.24,3.5,0.027999999999999997,167.0,113.0,1,3.4,0.71,12.3,1
366,7.1831040774234385,0.18,1.62,1.5,0.08900000000000001,162.0,143.0,1,3.49,0.62,10.8,1
367,6.9,0.33,1.26,1.0,0.053,161.0,148.0,2,3.12,0.45,9.4,1
368,7.7,0.29,2.88,2.3,0.049,158.0,178.0,2,3.17,0.64,10.6,1
369,7.1,0.39,1.75,12.5,0.044000000000000004,128.0,72.0,2,3.17,0.29,11.6,0
370,6.9,0.33,1.26,1.0,0.053,155.0,148.0,2,3.12,0.45,9.4,1
371,7.7,0.29,2.88,2.3,0.049,160.0,178.0,2,3.17,0.64,10.6,1
374,7.1831040774234385,0.33,1.54,1.6,0.027000000000000003,158.0,89.0,1,3.51,0.38,12.5,1
375,5.1,0.33,1.54,1.6,0.027000000000000003,154.0,89.0,1,3.51,0.38,12.5,1
376,6.4,0.31,1.96,1.5,0.037000000000000005,152.0,115.80207972270364,1,3.32,0.51,10.4,1
377,7.3,0.2,3.08,1.4,0.045,165.0,98.0,2,3.15,0.46,10.0,1
378,5.7,0.32,3.0,2.6,0.049,143.0,155.0,2,3.22,0.64,10.0,1
379,6.4,0.31,1.8638096026490105,1.5,0.037000000000000005,152.0,119.0,1,3.32,0.51,10.4,1
381,7.2,0.28,1.56,12.5,0.046,166.0,115.80207972270364,3,3.1,0.52,9.0,1
382,7.5,0.35,1.68,9.6,0.051,150.0,157.0,0,3.12,0.53,9.2,1
383,7.2,0.27,1.62,2.4,0.048,150.0,149.0,2,3.1,0.51,9.2,1
384,6.0,0.36,2.73,3.2,0.027000000000000003,154.0,125.0,1,3.38,0.39,11.3,1
385,5.1,0.33,1.54,1.6,0.027000000000000003,154.0,89.0,1,3.51,0.38,12.5,1
386,5.0,0.17,3.92,1.5,0.026000000000000002,162.0,115.0,1,3.48,0.39,10.8,1
388,6.7,0.21,1.92,5.4,0.047,143.0,140.0,0,3.39,0.46,9.7,1
389,7.0,0.3,2.66,14.9,0.032,196.0,115.80207972270364,3,3.18,0.61,9.3,1
390,7.0,0.3,2.66,14.9,0.032,196.0,181.0,3,3.18,0.61,9.3,1
391,6.5,0.36,1.6,1.1,0.031,117.0,66.0,1,3.1,0.46,10.6,0
392,6.1,0.55,0.9,9.8,0.031,137.0,125.0,0,3.36,0.47,10.2,1
393,7.3,0.24,2.58,2.0,0.021,136.0,69.0,1,3.08,0.56,12.2,1
394,6.8,0.37,2.55,11.8,0.044000000000000004,160.0,163.0,3,3.19,0.44,8.8,0
395,6.8,0.27,0.6,1.3,0.04,185.0,168.0,1,3.18,0.41,10.0,0
396,8.2,0.28,2.1,1.8,0.031,132.0,93.0,1,3.09,0.39,11.4,0
397,6.3,0.2,2.4,1.5,0.037000000000000005,155.0,115.80207972270364,1,3.46,0.5,11.4,1
398,5.9,0.26,1.35,18.2,0.048,152.0,168.0,3,3.35,0.44,9.4,0
399,6.4,0.19,2.52,2.9,0.032,148.0,83.0,1,3.3,0.41,11.7,1
400,6.3,0.2,2.4,1.5,0.037000000000000005,151.0,107.0,1,3.46,0.5,11.4,1
401,6.8,0.37,2.55,11.8,0.044000000000000004,162.0,163.0,3,3.19,0.44,8.8,0
402,6.1,0.35,0.35,1.4,0.069,122.0,115.80207972270364,2,3.23,0.52,9.2,0
404,6.8,0.22,1.86,6.3,0.035,151.0,170.0,1,3.24,0.66,12.6,1
405,6.8,0.27,0.6,1.3,0.04,185.0,168.0,1,3.18,0.41,10.0,0
406,5.8,0.28,2.38,4.0,0.031,180.0,99.0,1,3.39,0.39,12.8,1
407,6.9,0.49,1.2,1.2,0.049,113.0,125.0,2,3.17,0.51,9.4,0
408,6.3,0.14,2.34,1.2,0.044000000000000004,142.0,116.0,1,3.26,0.53,10.3,1
409,8.2,0.28,2.1,1.8,0.031,132.0,93.0,1,3.09,0.39,11.4,0
410,7.2,0.25,2.34,18.95,0.038,164.0,155.0,3,2.97,0.47,9.0,1
411,7.3,0.28,2.16,12.7,0.04,160.0,140.0,3,3.3,0.79,9.6,1
412,7.2,0.19,1.95,1.2,0.036000000000000004,134.0,85.0,1,3.16,0.5,10.5,0
413,7.2,0.19,1.95,1.2,0.036000000000000004,134.0,85.0,1,3.16,0.5,10.5,0
414,7.2,0.25,2.34,18.95,0.038,164.0,155.0,3,2.97,0.47,10.487660536156229,1
415,7.3,0.28,2.16,12.7,0.04,154.0,115.80207972270364,3,3.3,0.79,9.6,1
416,7.4,0.21,1.62,1.2,0.040999999999999995,149.0,99.0,2,3.19,0.33,9.8,1
418,7.4,0.21,1.62,1.2,0.040999999999999995,151.0,99.0,2,3.19,0.33,9.8,1
419,7.4,0.31,1.68,1.6,0.05,155.0,137.0,2,3.31,0.56,10.5,1
420,7.0,0.22,2.17,2.7,0.03,146.8341224489796,136.0,1,3.16,0.37,12.7,1
424,6.9,0.23,2.66,8.3,0.047,185.0,162.0,0,3.34,0.52,10.5,1
427,6.8,0.29,2.5,13.3,0.053,152.0,194.0,3,3.09,0.45,9.4,0
428,7.8,0.21,1.8638096026490105,1.2,0.051,116.0,89.0,2,3.06,0.46,9.1,0
429,7.1,0.31,2.35,13.6,0.055999999999999994,150.0,197.0,3,3.1,0.49,9.3,0
430,6.8,0.29,2.5,13.3,0.053,152.0,194.0,3,3.09,0.45,10.487660536156229,0
431,6.4,0.34,0.5,1.1,0.048,121.0,84.0,2,3.21,0.38,9.8,0
434,7.0,0.23,2.88,7.1,0.027999999999999997,183.0,104.0,1,3.35,0.47,12.1,1
435,6.9,0.2,2.59,6.2,0.027000000000000003,160.0,97.0,1,3.38,0.49,12.2,1
439,6.2,0.35,0.2,1.2,0.06,121.0,108.0,2,3.26,0.54,9.2,0
440,6.7,0.22,2.59,1.6,0.027999999999999997,164.0,102.0,1,3.29,0.59,11.6,1
441,6.1,0.38,1.2,6.6,0.033,143.0,137.0,2,3.3,0.69,10.4,1
444,6.9,0.24,2.16,20.8,0.031,156.0,139.0,3,3.2,0.33,11.0,1
445,7.1,0.32,0.96,11.0,0.038,72.0,66.0,2,3.24,0.4,11.5,0
446,5.8,0.28,1.8638096026490105,2.6,0.054000000000000006,132.0,156.0,1,3.53,0.42,12.4,0
447,6.5,0.41,1.44,14.0,0.048,142.0,113.0,3,3.44,0.53,9.8,1
448,6.5,0.41,1.44,14.0,0.048,148.0,115.80207972270364,3,3.44,0.53,9.8,1
449,6.4,0.28,2.03,1.6,0.052000000000000005,178.0,127.0,2,3.48,0.56,10.5,1
450,7.2,0.6,1.0,9.9,0.07,123.0,174.0,3,3.03,0.54,9.1,0
451,6.1,0.2,1.25,1.2,0.038,130.0,128.0,1,3.24,0.44,10.1,0
452,5.9,0.46,0.98,2.7,0.042,171.0,115.80207972270364,2,3.46,0.51,10.6,1
453,6.0,0.27,1.89,1.6,0.046,174.0,113.0,2,3.41,0.51,10.5,1
454,6.4,0.28,1.8638096026490105,1.6,0.052000000000000005,180.0,127.0,2,3.48,0.56,10.5,1
455,6.4,0.41,1.44,14.0,0.048,146.0,113.0,3,3.44,0.53,9.8,1
456,6.3,0.23,2.17,1.5,0.022000000000000002,149.0,82.0,1,3.3,0.4,12.9,1
457,7.1,0.21,1.35,8.6,0.055999999999999994,128.0,111.0,0,2.95,0.52,9.5,0
460,7.1,0.21,1.35,8.6,0.055999999999999994,146.8341224489796,111.0,0,2.95,0.52,9.5,0
461,7.0,0.25,1.45,15.2,0.047,144.0,171.0,3,3.22,0.45,9.3,0
462,5.9,0.25,0.95,12.4,0.047,152.0,162.0,3,3.35,0.38,9.5,0
463,6.8,0.32,1.26,2.2,0.044000000000000004,133.0,68.0,2,3.17,0.39,9.4,1
465,6.3,0.21,2.9,10.0,0.081,136.0,126.0,0,2.95,0.46,8.9,0
466,7.0,0.14,1.92,9.0,0.039,174.0,141.0,0,3.22,0.43,9.4,1
467,6.8,0.32,1.26,2.2,0.044000000000000004,137.0,68.0,2,3.17,0.39,9.4,1
468,7.2,0.39,3.1,11.0,0.047,164.0,178.0,3,3.16,0.5,8.7,0
469,7.2,0.29,2.65,18.15,0.047,146.8341224489796,182.0,3,3.09,0.52,9.6,0
470,8.6,0.37,4.2,12.15,0.039,139.0,158.0,3,3.0,0.73,9.3,1
472,6.6,0.24,1.74,2.0,0.023,146.8341224489796,115.80207972270364,1,3.25,0.45,12.5,1
473,7.0,0.17,2.17,4.8,0.034,178.0,132.0,2,3.36,0.48,9.6,1
474,7.1831040774234385,0.16,1.32,4.5,0.03,146.0,102.0,2,3.24,0.36,9.4,1
476,7.4,0.28,2.52,1.1,0.027999999999999997,184.0,105.0,1,2.99,0.39,12.4,1
477,7.0,0.22,1.68,1.5,0.037000000000000005,155.0,115.0,2,3.11,0.55,10.5,1
478,7.1,0.55,0.78,1.7,0.073,141.0,165.0,2,2.97,0.58,9.2,1
479,6.3,0.22,1.98,1.7,0.040999999999999995,183.0,164.0,2,3.32,0.56,10.4,1
480,6.7,0.47,1.7,8.9,0.043,125.0,115.80207972270364,0,3.22,0.6,9.2,0
481,5.9,0.36,1.8638096026490105,1.3,0.047,165.0,104.0,1,3.33,0.51,10.6,1
483,6.7,0.47,1.7,8.9,0.043,133.0,172.0,0,3.22,0.6,9.2,0
485,6.2,0.18,1.8638096026490105,1.5,0.027999999999999997,156.0,117.0,2,3.47,0.54,9.7,1
486,6.0,0.16,2.22,1.5,0.025,159.0,117.0,2,3.46,0.51,9.7,1
487,6.6,0.34,1.68,1.3,0.035,148.0,90.0,1,3.1,0.42,10.7,1
488,7.4,0.29,1.74,1.6,0.045,169.0,180.0,2,3.34,0.68,10.5,1
489,7.4,0.26,1.8638096026490105,7.6,0.047,174.0,177.0,0,3.13,0.45,8.9,1
490,7.0,0.28,2.16,1.0,0.035,126.0,70.0,1,3.09,0.46,12.1,1
491,7.1,0.23,2.73,1.6,0.032,154.0,65.0,1,3.25,0.4,12.7,1
492,7.8,0.19,1.56,8.9,0.039,164.0,182.0,0,3.18,0.46,9.9,1
493,6.3,0.19,1.68,1.8,0.022000000000000002,144.0,158.0,1,3.2,0.64,11.4,1
494,6.8,0.2,2.28,4.7,0.04,145.0,103.0,2,3.37,0.58,10.7,1
496,7.2,0.4,2.48,10.8,0.040999999999999995,146.0,189.0,3,3.08,0.49,8.6,0
497,6.8,0.23,1.92,1.6,0.026000000000000002,165.0,147.0,1,3.29,0.54,12.5,1
498,5.7,0.335,1.7,1.0,0.04,113.0,174.0,1,3.27,0.66,10.0,0
499,7.2,0.4,2.48,10.8,0.040999999999999995,154.0,189.0,3,3.08,0.49,8.6,0
501,6.8,0.19,1.8638096026490105,14.2,0.038,177.0,164.0,3,3.12,0.48,9.6,1
504,7.8,0.18,1.86,12.2,0.053,166.0,140.0,3,3.06,0.53,8.9,1
505,7.8,0.18,1.86,12.2,0.053,172.0,140.0,3,3.06,0.53,8.9,1
507,6.0,0.24,1.89,1.9,0.048,178.0,170.0,2,3.64,0.54,10.0,1
508,5.9,0.62,1.68,3.5,0.039,173.0,115.80207972270364,1,3.44,0.44,12.0,1
509,6.0,0.24,1.89,1.9,0.048,178.0,170.0,2,3.64,0.54,10.0,1
510,7.1831040774234385,0.27,0.72,1.3,0.040999999999999995,186.0,138.0,1,3.21,0.42,10.0,1
511,7.8,0.34,2.1,1.8,0.042,124.0,167.0,1,3.11,0.41,12.1,1
512,7.3,0.26,2.16,5.2,0.04,147.0,141.0,2,3.16,0.59,11.0,1
513,7.4,0.36,1.98,1.4,0.025,143.0,115.80207972270364,1,3.21,0.33,11.2,1
514,7.8,0.28,2.24,9.0,0.036000000000000004,170.0,115.0,0,3.17,0.39,10.3,1
515,6.1,0.31,1.56,2.2,0.051,148.0,167.0,2,3.37,0.47,10.4,1
516,6.8,0.18,1.8638096026490105,1.6,0.055,145.0,154.0,2,3.08,0.45,9.1,0
517,7.4,0.15,2.52,1.7,0.045,173.0,154.0,1,3.0,0.6,10.4,1
518,5.9,0.13,1.68,1.9,0.05,142.0,78.0,1,3.43,0.64,10.8,1
519,7.2,0.34,1.8638096026490105,12.6,0.048,109.0,41.0,2,3.19,0.4,11.7,0
520,7.9,0.19,1.3,2.1,0.039,110.0,115.80207972270364,2,3.05,0.74,9.8,0
521,7.9,0.19,1.3,2.1,0.039,114.0,143.0,2,3.05,0.74,9.8,0
522,6.9,0.25,2.4,1.3,0.038,142.0,101.0,1,3.03,0.39,11.4,1
523,5.8,0.36,1.92,1.7,0.033,138.0,96.0,1,3.03,0.38,11.2,1
524,5.6,0.35,1.85,1.0,0.038,110.0,72.0,1,3.37,0.34,11.4,0
525,5.9,0.32,2.34,3.3,0.114,144.0,140.0,2,3.09,0.45,9.2,1
526,7.2,0.31,1.84,5.0,0.04,79.0,29.0,1,3.04,0.53,12.5,0
527,6.1,0.28,1.32,1.8,0.034,146.0,116.0,1,3.36,0.44,12.6,1
528,5.2,0.36,0.12,1.6,0.031,146.0,104.0,1,3.44,0.35,12.2,1
529,5.6,0.19,2.82,4.5,0.03,137.0,112.0,1,3.56,0.45,11.2,1
530,6.4,0.1,2.1,4.9,0.048,151.0,103.0,2,3.43,0.79,9.7,1
531,6.4,0.18,2.4,4.0,0.18600000000000003,162.0,150.0,2,3.06,0.4,9.3,0
532,7.4,0.25,2.16,13.2,0.067,175.0,178.0,3,3.01,0.48,9.0,1
533,7.4,0.25,2.16,13.2,0.067,171.0,178.0,3,3.01,0.48,9.0,1
534,7.4,0.25,2.16,13.2,0.067,175.0,178.0,3,3.01,0.48,9.0,1
535,7.9,0.345,2.55,15.3,0.047,154.0,171.0,3,3.09,0.51,9.1,0
536,7.9,0.345,2.55,15.3,0.047,154.0,171.0,3,3.09,0.51,9.1,0
537,7.4,0.25,2.16,13.2,0.067,173.0,178.0,3,3.01,0.48,9.0,1
538,6.1,0.24,1.5,1.5,0.045,124.0,61.0,1,3.31,0.54,10.4,0
540,6.7,0.31,1.24,9.9,0.04,92.0,175.0,0,3.46,0.55,11.4,0
541,7.2,0.46,3.25,10.4,0.05,176.0,192.0,3,3.16,0.42,8.7,0
542,7.1831040774234385,0.35,2.1,1.1,0.045,128.0,167.0,1,3.34,0.68,9.9,1
543,6.7,0.24,2.46,8.7,0.036000000000000004,145.0,148.0,0,3.22,0.62,9.9,1
544,6.8,0.28,1.02,13.9,0.047,169.0,162.0,3,3.21,0.51,9.0,1
545,6.4,0.16,1.32,1.4,0.04,161.0,115.80207972270364,2,3.49,0.58,10.0,1
546,6.3,0.26,1.44,7.2,0.039,162.0,172.0,0,3.49,0.64,9.7,1
547,7.7,0.22,1.8638096026490105,1.9,0.052000000000000005,130.0,87.0,1,3.3,0.49,11.8,1
548,6.5,0.18,2.17,1.7,0.044000000000000004,146.8341224489796,127.0,2,3.49,0.5,10.2,1
550,7.0,0.3,3.57,13.6,0.05,182.0,115.80207972270364,3,3.07,0.52,9.6,1
551,9.2,0.25,2.38,1.2,0.026000000000000002,171.0,93.0,1,2.93,0.37,11.3,1
552,7.8,0.28,2.38,1.6,0.027999999999999997,174.0,118.0,1,3.0,0.38,12.1,1
553,7.0,0.3,3.57,13.6,0.05,180.0,168.0,3,3.07,0.52,9.6,1
554,7.8,0.28,2.38,1.6,0.027999999999999997,178.0,118.0,1,3.0,0.38,12.1,1
555,9.2,0.25,2.38,1.2,0.026000000000000002,163.0,93.0,1,2.93,0.37,11.3,1
556,8.4,0.35,3.55,12.2,0.046,124.0,160.0,3,2.98,0.65,9.4,0
557,6.1,0.41,1.8638096026490105,1.6,0.049,134.0,137.0,2,3.32,0.5,10.4,1
558,5.9,0.21,1.2,12.1,0.044000000000000004,153.0,165.0,0,3.25,0.39,9.5,0
559,7.2,0.34,2.64,4.2,0.047,175.0,144.0,1,3.01,0.76,12.3,1
560,6.7,0.21,2.94,9.1,0.049,169.0,150.0,0,3.12,0.74,9.9,1
561,5.9,0.37,0.5,1.6,0.057,137.0,128.0,2,3.24,0.48,10.1,0
562,7.7,0.34,1.62,8.8,0.063,157.0,184.0,0,3.09,0.63,9.2,1
563,7.4,0.3,1.54,1.4,0.046,152.0,135.0,2,3.08,0.77,10.4,1
564,6.8,0.51,1.5,4.2,0.066,136.0,165.0,2,3.2,0.42,9.1,0
565,7.8,0.22,2.28,10.3,0.059000000000000004,146.0,99.0,0,3.12,0.47,10.0,1
566,7.2,0.35,2.04,12.4,0.051,128.0,37.0,2,3.13,0.39,11.5,1
567,6.0,0.26,2.5,2.2,0.048,157.0,153.0,2,3.08,0.61,9.8,0
568,6.1,0.26,3.06,2.2,0.05,185.0,154.0,2,3.08,0.6,9.8,1
569,0.28,6.5,1.62,5.443836575875507,0.04,164.0,179.0,2,3.19,0.69,9.4,1
570,7.4,0.41,3.3,10.8,0.051,173.0,194.0,3,3.05,0.46,8.7,0
571,6.5,0.28,1.8638096026490105,2.7,0.038,174.0,115.80207972270364,1,3.32,0.41,11.6,1
572,6.7,0.34,2.7,16.3,0.047,142.0,181.0,3,3.04,0.56,8.8,0
573,7.2,0.2,2.38,2.7,0.032,185.0,151.0,1,3.16,0.39,12.7,1
574,7.4,0.2,2.31,1.9,0.035,177.0,138.0,1,3.17,0.44,11.7,1
575,8.2,0.22,1.8,1.8,0.047,165.0,185.0,2,3.13,0.5,10.2,1
576,8.2,0.23,1.74,1.8,0.047,165.0,187.0,2,3.13,0.5,10.2,1
577,7.1,0.22,2.31,2.8,0.033,190.0,153.0,1,3.15,0.38,12.7,1
578,6.5,0.28,2.03,2.7,0.038,166.0,107.0,1,3.32,0.41,11.6,1
579,6.0,0.38,1.82,6.0,0.034,184.0,134.0,1,3.38,0.38,12.3,1
580,7.4,0.41,3.3,10.8,0.051,177.0,194.0,3,3.05,0.46,8.7,0
581,5.7,0.18,1.1,4.2,0.042,125.0,111.0,2,3.35,0.39,9.4,0
582,7.3,0.3,1.32,6.4,0.055999999999999994,168.0,168.0,2,3.13,0.35,10.1,1
583,7.4,0.24,1.32,10.7,0.042,142.0,81.0,0,2.86,0.36,9.7,1
584,6.6,0.25,2.1,1.6,0.046,176.0,134.0,2,3.42,0.51,10.1,1
585,7.4,0.24,1.32,10.7,0.042,146.8341224489796,81.0,0,2.86,0.36,9.7,1
586,7.4,0.26,1.8,7.9,0.049,160.0,157.0,0,3.13,0.48,8.9,1
587,6.1,0.32,1.75,1.7,0.034,175.0,136.0,1,3.47,0.5,10.8,1
588,6.9,0.28,1.89,2.1,0.036000000000000004,184.0,121.0,2,3.42,0.49,10.8,1
589,7.0,0.23,1.98,5.8,0.04,139.0,136.0,0,3.19,0.58,9.5,1
590,7.1,0.31,2.5,14.5,0.059000000000000004,102.0,115.80207972270364,3,2.94,0.44,9.1,0
591,7.3,0.2,2.22,1.2,0.037000000000000005,166.0,119.0,1,3.32,0.49,10.9,1
592,6.9,0.41,1.65,10.1,0.043,126.0,115.80207972270364,0,3.2,0.52,9.4,0
593,6.4,0.45,0.35,1.1,0.03,108.0,131.0,1,2.97,0.28,10.8,0
594,6.4,0.475,0.3,1.0,0.03,109.0,131.0,1,2.97,0.29,10.8,0
595,6.3,0.27,2.66,0.9,0.051,147.0,140.0,2,3.45,0.5,10.5,1
596,6.9,0.41,1.8638096026490105,10.1,0.043,128.0,152.0,0,3.2,0.52,9.4,0
597,7.0,0.29,1.8638096026490105,4.9,0.034,142.0,127.0,2,3.17,0.44,10.8,1
598,5.9,0.27,1.8638096026490105,11.4,0.036000000000000004,189.0,115.0,0,3.35,0.48,10.5,1
599,6.9,0.19,2.8,1.4,0.036000000000000004,156.0,55.0,1,3.08,0.68,11.5,1
600,6.7,0.3,1.8638096026490105,1.4,0.18,160.0,160.0,2,3.11,0.54,9.4,1
601,7.2,0.24,2.4,1.4,0.045,149.0,106.0,1,2.88,0.38,10.8,1
602,6.4,0.45,0.35,1.1,0.03,146.8341224489796,131.0,1,2.97,0.28,10.8,0
603,6.4,0.475,0.3,1.0,0.03,146.8341224489796,131.0,1,2.97,0.29,10.8,0
604,6.3,0.26,2.94,1.5,0.052000000000000005,156.0,134.0,2,2.99,0.61,9.8,1
605,6.3,0.26,2.94,1.5,0.052000000000000005,154.0,134.0,2,2.99,0.61,9.8,1
606,7.3,0.25,1.45,7.5,0.049,142.0,158.0,0,3.43,0.38,9.6,0
607,7.3,0.25,1.45,7.5,0.049,140.0,158.0,0,3.43,0.38,9.6,0
608,6.1,0.28,1.25,17.75,0.044000000000000004,152.0,161.0,3,3.34,0.48,9.5,0
609,7.4,0.37,2.1,5.7,0.061,130.0,94.0,0,3.48,0.69,10.7,1
610,6.5,0.36,2.24,3.2,0.037000000000000005,191.0,119.0,1,3.25,0.65,12.4,1
611,7.4,0.24,2.4,4.3,0.032,125.0,95.0,1,3.09,0.39,11.1,1
612,7.5,0.23,3.4,11.0,0.047,139.0,133.0,3,2.99,0.38,8.8,0
613,7.5,0.21,3.4,10.9,0.045,134.0,133.0,3,3.0,0.36,8.7,0
614,7.5,0.21,3.4,10.9,0.045,144.0,133.0,3,3.0,0.36,8.7,0
615,7.5,0.23,3.4,11.0,0.047,135.0,133.0,3,2.99,0.38,8.8,0
616,7.8,0.32,2.31,2.4,0.037000000000000005,146.8341224489796,101.0,1,3.21,0.65,11.7,1
617,7.8,0.26,1.62,1.9,0.051,172.0,195.0,2,3.23,0.5,10.9,1
618,7.7,0.24,1.62,1.8,0.051,176.0,190.0,2,3.23,0.5,10.8,1
619,7.4,0.19,1.8,1.4,0.057,151.0,135.0,2,3.12,0.5,9.6,1
621,6.5,0.26,2.15,8.9,0.083,150.0,171.0,0,2.85,0.5,9.0,0
622,5.3,0.32,1.8638096026490105,6.6,0.043,144.0,141.0,2,3.36,0.6,10.4,1
623,7.1831040774234385,0.24,1.8638096026490105,1.1,0.045,101.0,64.0,1,3.23,0.51,11.4,0
624,6.0,0.36,0.3,1.4,0.066,119.0,128.0,2,3.26,0.55,9.3,0
625,6.2,0.24,2.32,13.3,0.039,211.0,130.0,0,3.33,0.46,11.0,1
626,7.6,0.56,0.48,10.4,0.096,100.0,177.0,3,3.32,0.45,9.1,0
629,5.8,0.31,1.98,1.2,0.036000000000000004,147.0,99.0,1,3.18,0.6,10.5,1
630,7.0,0.23,2.1,18.05,0.05,133.0,144.0,3,3.22,0.42,10.487660536156229,0
631,7.0,0.23,2.1,18.05,0.05,133.0,144.0,3,3.22,0.42,8.8,0
632,6.9,0.24,1.98,5.443836575875507,0.04,134.0,131.0,2,3.26,0.64,10.7,1
633,6.0,0.29,1.0,12.6,0.045,139.0,115.80207972270364,3,3.33,0.42,9.5,0
634,6.1,0.17,1.68,4.5,0.033,146.8341224489796,150.0,2,3.43,0.49,10.9,1
635,5.9,0.14,1.5,4.5,0.027000000000000003,156.0,140.0,2,3.49,0.51,10.8,1
636,6.2,0.17,1.8638096026490105,4.7,0.037000000000000005,173.0,133.0,2,3.41,0.46,10.8,1
637,7.4,0.28,1.25,11.9,0.053,117.0,148.0,3,3.1,0.62,9.2,0
638,5.6,0.35,0.7,5.0,0.046,146.0,198.0,2,3.3,0.71,10.3,0
639,5.8,0.335,0.7,5.8,0.046,146.8341224489796,197.0,2,3.3,0.71,10.3,0
640,5.6,0.235,2.03,1.2,0.047,175.0,127.0,1,3.34,0.5,11.0,1
641,6.1,0.28,1.0,12.9,0.054000000000000006,110.0,189.0,3,3.25,0.43,9.0,0
642,6.3,0.21,1.98,13.9,0.046,184.0,115.80207972270364,3,3.36,0.5,10.4,1
643,6.4,0.24,1.4,11.5,0.05,134.0,163.0,0,3.31,0.45,9.5,0
644,6.4,0.24,1.45,11.4,0.051,138.0,166.0,0,3.31,0.45,9.5,0
645,7.1831040774234385,0.26,1.25,7.8,0.057999999999999996,144.0,166.0,0,3.24,0.41,9.0,0
647,7.4,0.105,2.04,12.2,0.05,179.0,146.0,3,3.16,0.37,9.0,1
648,6.0,0.32,0.6,5.9,0.040999999999999995,146.8341224489796,190.0,2,3.16,0.72,10.0,0
649,7.1,0.26,2.38,14.4,0.067,183.0,189.0,3,3.07,0.53,9.1,1
650,7.1,0.26,2.38,14.4,0.067,146.8341224489796,189.0,3,3.07,0.53,9.1,1
651,7.1,0.26,2.38,14.4,0.067,175.0,189.0,3,3.07,0.53,9.1,1
652,7.1,0.26,2.38,14.4,0.067,177.0,189.0,3,3.07,0.53,9.1,1
