,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
288,Male,No,28.0,No,Marketing,0.0,Low,1.0,3.0,4.265,6.058,6.529,5.787000000000001,D
289,Female,Yes,53.0,Yes,Engineer,1.0,Average,3.0,6.0,21.1,10.677,4.627,-3.068,C
291,Male,No,27.0,No,Doctor,1.0,Low,3.0,6.0,12.44,-0.342,5.419,-0.092,D
292,Female,No,32.0,No,Artist,1.0,Low,8.0,6.0,10.547,15.387,8.062000000000001,4.9719999999999995,C
294,Female,No,31.0,No,Entertainment,0.0,Low,2.0,6.0,11.050999999999998,0.6859999999999999,6.736000000000001,5.375,D
295,Male,Yes,39.0,Yes,Executive,1.0,High,3.0,3.0,1.392,7.981,1.307,3.503,B
296,Female,Yes,43.0,No,Engineer,1.0,Low,3.0,7.0,3.0189999999999997,1.77,6.497999999999999,3.2089999999999996,A
297,Male,Yes,25.0,No,Doctor,1.0,Low,2.0,1.0,10.088,0.7040000000000001,4.277,3.299,A
298,Male,Yes,40.0,Yes,Artist,3.0,High,3.0,6.0,2.275,2.448,-0.038,3.45,A
300,Male,Yes,43.0,Yes,Entertainment,1.0,Average,3.0,6.0,17.784000000000002,7.047999999999999,10.075,3.935,C
301,Female,Yes,27.0,Yes,Healthcare,1.0,Low,2.0,6.0,9.945,2.228,13.99,3.984,D
302,Male,No,27.0,Yes,Healthcare,1.0,Low,3.0,6.0,11.07,7.731,4.803,7.397,D
303,Female,No,19.0,No,Healthcare,1.0,Low,2.0,6.0,1.3459999999999999,8.785,11.937999999999999,2.31,D
306,Female,Yes,27.0,Yes,Artist,4.0,Average,2.0,3.0,20.759,5.92,18.45,9.932,C
307,Female,Yes,70.0,No,Doctor,0.0,Average,2.0,6.0,5.807,1.814,4.36,1.061,B
308,Female,Yes,53.0,No,Engineer,8.0,Average,4.0,4.0,-2.798,6.4479999999999995,3.653,1.804,B
309,Female,Yes,49.0,No,Engineer,1.0,Average,4.0,4.0,2.195,4.185,-3.495,6.996,B
310,Male,Yes,55.0,No,Executive,3.0,Low,3.0,4.0,6.611000000000001,1.4609999999999999,1.9080000000000001,0.096,D
312,Male,Yes,83.0,No,Lawyer,1.0,Low,1.0,4.0,-1.196,3.282,0.5760000000000001,2.142,B
313,Male,Yes,43.0,No,Executive,0.0,High,4.0,6.0,7.2829999999999995,3.105,5.23,2.7689999999999997,A
314,Male,Yes,36.0,No,Doctor,6.0,Low,3.0,6.0,6.1739999999999995,4.138999999999999,2.135,0.475,A
316,Female,No,30.0,No,Homemaker,0.0,Low,4.0,6.0,6.965,5.848,7.767,4.208,D
317,Female,No,37.0,Yes,Artist,5.0,Low,2.0,6.0,2.336,3.853,-3.218,7.835,B
318,Female,No,22.0,No,Marketing,0.0,Low,1.0,5.0,-1.7,-0.9309999999999999,3.238,8.022,B
319,Male,No,19.0,No,Healthcare,0.0,Low,4.0,6.0,9.687999999999999,4.978,14.773,2.7430000000000003,D
320,Male,Yes,70.0,Yes,Engineer,4.0,High,2.0,6.0,0.126,3.516,-5.313,2.862,B
322,Male,No,18.0,No,Healthcare,1.0,Low,4.0,6.0,9.413,-3.2,2.9560000000000004,2.312,D
323,Male,No,25.0,Yes,Doctor,6.0,Low,1.0,2.0,15.134,0.706,2.81,3.1489999999999996,D
324,Female,No,45.0,Yes,Artist,4.0,Low,1.0,3.0,4.158,4.476,5.107,2.8489999999999998,A
325,Female,No,35.0,Yes,Artist,3.0,Low,1.0,4.0,5.519,4.809,1.219,0.84,A
326,Female,Yes,37.0,No,Engineer,7.0,Low,1.0,4.0,14.152000000000001,1.3780000000000001,10.296,3.048,D
327,Female,Yes,39.0,No,Engineer,4.0,Average,2.0,6.0,2.64,0.519,3.148,0.88,B
328,Female,No,32.0,Yes,Healthcare,1.0,Low,5.0,4.0,11.204,1.443,7.646,0.8029999999999999,D
329,Female,Yes,62.0,Yes,Artist,2.0,Average,3.0,6.0,8.708,7.93,14.692,11.038,C
330,Female,Yes,58.0,Yes,Engineer,0.0,Average,4.0,4.0,5.188,5.327999999999999,6.774,5.415,B
331,Female,No,32.0,No,Engineer,1.0,Low,4.0,6.0,14.287,1.485,12.247,4.198,C
332,Male,No,25.0,No,Healthcare,0.0,Low,5.0,6.0,14.328,19.284000000000002,12.68,7.245,C
333,Female,Yes,56.0,Yes,Artist,0.0,Average,4.0,6.0,17.581,9.942,10.059,-0.295,C
334,Female,No,36.0,Yes,Entertainment,10.0,Low,2.0,6.0,10.035,4.609,5.395,3.0639999999999996,A
335,Female,No,30.0,No,Healthcare,8.0,Low,3.0,6.0,2.386,2.898,5.582000000000001,3.219,A
336,Male,No,19.0,No,Healthcare,1.0,Low,5.0,6.0,22.160999999999998,9.603,10.602,7.657,D
337,Male,No,27.0,Yes,Healthcare,0.0,Low,2.0,6.0,8.382,2.862,5.659,3.946,A
338,Female,No,38.0,Yes,Doctor,14.0,Low,1.0,6.0,8.797,6.242999999999999,3.173,4.74,A
339,Male,Yes,46.0,Yes,Artist,8.0,Average,2.0,6.0,13.943,5.891,2.716,9.086,C
340,Male,No,29.0,Yes,Artist,3.0,Low,1.0,6.0,5.202000000000001,3.5,8.254,0.486,B
342,Male,Yes,55.0,No,Artist,0.0,Low,1.0,6.0,6.8,0.7290000000000001,4.43,3.8989999999999996,A
343,Female,Yes,69.0,Yes,Engineer,1.0,Low,1.0,3.0,6.571000000000001,8.252,3.4160000000000004,1.64,A
344,Female,No,26.0,No,Healthcare,1.0,Low,8.0,7.0,17.438,8.508,8.661,13.202,C
345,Female,Yes,83.0,Yes,Lawyer,0.0,Low,3.0,6.0,5.917999999999999,2.137,5.015,0.302,A
346,Female,No,39.0,Yes,Healthcare,9.0,Low,1.0,6.0,6.7589999999999995,7.032,4.063,5.681,D
347,Male,Yes,35.0,Yes,Artist,9.0,Low,1.0,6.0,5.707999999999999,0.7709999999999999,4.918,3.719,A
348,Male,Yes,19.0,No,Marketing,2.0,High,5.0,6.0,10.81,9.514,8.193999999999999,7.292000000000001,C
349,Female,Yes,60.0,Yes,Artist,1.0,High,4.0,6.0,10.800999999999998,9.574,13.470999999999998,13.449000000000002,C
350,Male,Yes,35.0,Yes,Artist,1.0,Average,4.0,6.0,8.922,0.792,7.562,-1.411,C
351,Female,No,53.0,Yes,Engineer,1.0,Low,1.0,6.0,6.546,8.798,1.5959999999999999,-1.42,B
352,Female,Yes,86.0,No,Lawyer,1.0,Low,3.0,6.0,5.915,4.436,2.372,4.223,B
353,Female,No,29.0,No,Healthcare,1.0,Low,3.0,6.0,3.35,5.62,1.386,1.9680000000000002,B
354,Female,No,26.0,No,Doctor,0.0,Low,1.0,6.0,8.542,2.8080000000000003,8.042,5.155,D
355,Male,No,36.0,Yes,Engineer,8.0,Low,1.0,6.0,3.273,3.6510000000000002,0.721,3.68,A
356,Female,No,22.0,No,Homemaker,0.0,Low,4.0,6.0,9.192,7.624,9.865,6.651,D
357,Male,No,19.0,No,Marketing,0.0,Low,5.0,6.0,6.483,5.22,4.195,3.563,A
358,Female,Yes,20.0,Yes,Lawyer,1.0,Average,3.0,3.0,3.237,3.821,2.92,3.128,A
359,Male,No,43.0,Yes,Healthcare,3.0,Low,3.0,6.0,8.456,2.747,9.875,8.573,D
360,Female,No,42.0,Yes,Artist,1.0,Low,3.0,6.0,8.435,2.7880000000000003,4.19,-0.111,A
363,Male,No,25.0,Yes,Entertainment,1.0,Low,2.0,6.0,7.98,3.072,8.299,3.056,A
364,Male,Yes,61.0,No,Artist,1.0,High,2.0,6.0,-0.278,2.358,-0.43,6.0760000000000005,B
365,Female,Yes,28.0,Yes,Healthcare,0.0,Average,2.0,6.0,8.306000000000001,6.007999999999999,3.11,4.875,A
366,Male,No,38.0,Yes,Artist,1.0,Low,1.0,6.0,9.082,9.73,7.648,7.077999999999999,D
367,Male,No,25.0,No,Executive,12.0,Low,3.0,6.0,3.1510000000000002,3.0789999999999997,6.473,5.041,A
369,Male,Yes,43.0,Yes,Entertainment,1.0,Average,5.0,5.0,17.131,1.54,15.194,9.157,C
372,Male,Yes,75.0,Yes,Lawyer,2.0,Low,1.0,6.0,6.422999999999999,8.754,4.184,8.584,D
373,Female,No,31.0,No,Doctor,1.0,Low,4.0,6.0,12.055,4.232,6.281000000000001,10.595,D
374,Male,No,23.0,No,Doctor,6.0,Low,4.0,2.0,6.9239999999999995,1.095,11.668,4.501,D
375,Male,No,36.0,Yes,Artist,1.0,Low,1.0,6.0,6.772,5.82,0.601,-0.7190000000000001,A
376,Male,No,30.0,No,Doctor,1.0,Low,1.0,3.0,17.588,13.693,11.863,-4.148,C
377,Male,Yes,56.0,No,Artist,1.0,Average,2.0,6.0,14.905999999999999,8.845,7.672999999999999,5.947,C
378,Female,Yes,52.0,Yes,Artist,2.0,Low,2.0,6.0,9.682,4.792,13.594000000000001,9.497,C
379,Male,Yes,39.0,Yes,Entertainment,0.0,Low,1.0,6.0,6.041,6.978,0.49700000000000005,1.225,D
380,Female,No,35.0,No,Artist,5.0,Low,1.0,6.0,6.881,6.256,3.6319999999999997,2.653,A
381,Male,Yes,33.0,No,Engineer,0.0,Average,2.0,6.0,3.3939999999999997,2.199,2.015,6.636,B
382,Female,No,25.0,Yes,Artist,0.0,Low,6.0,6.0,7.2989999999999995,1.839,3.7939999999999996,0.508,A
383,Female,Yes,27.0,Yes,Artist,0.0,Average,2.0,4.0,2.519,2.0580000000000003,-0.032,11.132,B
384,Male,Yes,35.0,Yes,Artist,1.0,High,3.0,6.0,4.002,5.074,-0.948,0.313,A
385,Female,Yes,41.0,Yes,Artist,1.0,Average,2.0,6.0,12.489,8.67,6.636,5.727,C
386,Female,Yes,49.0,Yes,Artist,1.0,Average,3.0,7.0,6.686,11.581,17.535,6.37,C
387,Female,Yes,46.0,No,Artist,8.0,Average,2.0,6.0,-0.9179999999999999,5.412999999999999,4.5680000000000005,5.805,B
388,Female,No,31.0,No,Healthcare,1.0,Low,2.0,6.0,14.274000000000001,-2.499,7.517,12.06,D
389,Male,No,49.0,Yes,Doctor,1.0,Low,1.0,6.0,16.994,10.21,15.536,10.372,C
390,Female,No,26.0,Yes,Artist,9.0,Low,1.0,6.0,6.155,3.427,-1.321,2.892,A
391,Male,Yes,43.0,Yes,Doctor,13.0,High,2.0,6.0,0.542,4.782,-0.721,2.6039999999999996,B
392,Female,Yes,30.0,Yes,Artist,8.0,Low,4.0,6.0,6.707000000000001,7.403,3.3989999999999996,-0.022000000000000002,A
393,Female,Yes,70.0,Yes,Artist,1.0,Average,4.0,6.0,13.183,2.911,2.742,11.286,C
394,Female,No,28.0,Yes,Artist,1.0,Low,1.0,6.0,13.319,-2.2969999999999997,6.185,8.139,D
395,Female,Yes,89.0,No,Lawyer,3.0,High,1.0,6.0,14.125,3.105,-3.04,4.919,D
396,Female,Yes,42.0,No,Homemaker,6.0,High,4.0,6.0,1.669,0.281,-0.259,7.75,B
397,Female,Yes,43.0,Yes,Entertainment,1.0,Average,3.0,4.0,4.399,4.316,2.9019999999999997,3.397,A
398,Male,Yes,29.0,No,Executive,1.0,Average,3.0,6.0,7.933,3.0660000000000003,2.958,2.847,D
399,Female,Yes,68.0,Yes,Artist,1.0,High,2.0,6.0,13.494000000000002,12.116,9.795,0.652,C
400,Female,No,25.0,No,Engineer,1.0,Low,1.0,4.0,9.581,3.2880000000000003,4.016,9.248,D
401,Male,No,29.0,No,Healthcare,1.0,Low,3.0,6.0,18.099,-1.669,12.812000000000001,2.113,D
402,Female,Yes,48.0,Yes,Doctor,0.0,Low,2.0,6.0,12.602,3.523,13.433,2.653,C
403,Female,Yes,51.0,Yes,Doctor,1.0,Average,3.0,1.0,14.155,11.597000000000001,10.304,1.4040000000000001,C
404,Female,Yes,40.0,Yes,Engineer,1.0,High,5.0,2.0,3.457,2.7489999999999997,-4.26,-1.237,B
406,Male,Yes,39.0,Yes,Executive,1.0,High,3.0,6.0,3.645,7.404,-3.575,-0.163,B
407,Male,Yes,35.0,Yes,Executive,1.0,Average,4.0,6.0,10.204,11.912,2.414,2.3209999999999997,C
408,Female,No,19.0,No,Healthcare,2.0,Low,3.0,6.0,10.141,2.089,4.789,18.585,D
409,Female,No,21.0,No,Healthcare,7.0,Low,3.0,6.0,7.278,5.033,8.836,10.359000000000002,D
410,Male,Yes,46.0,Yes,Entertainment,0.0,Average,3.0,4.0,4.992,-3.36,8.616,6.303999999999999,B
411,Male,Yes,86.0,Yes,Lawyer,0.0,Low,1.0,6.0,6.3870000000000005,6.207000000000001,1.881,3.0180000000000002,B
412,Male,Yes,66.0,Yes,Artist,0.0,High,2.0,6.0,3.06,-0.134,-4.881,-2.154,B
413,Male,No,42.0,No,Marketing,1.0,Low,5.0,4.0,12.425,10.295,-0.503,11.537,D
414,Female,Yes,73.0,Yes,Lawyer,1.0,High,2.0,6.0,6.005,1.911,1.829,11.275,B
416,Male,Yes,53.0,Yes,Artist,0.0,Low,3.0,6.0,6.986000000000001,7.796,-0.96,0.748,B
417,Female,Yes,39.0,Yes,Artist,8.0,Average,2.0,6.0,15.432,9.057,3.216,7.632999999999999,C
418,Female,No,27.0,No,Homemaker,9.0,Low,1.0,6.0,13.845,4.484,2.948,8.382,D
420,Female,No,23.0,No,Healthcare,1.0,Low,3.0,4.0,10.407,4.2,5.375,4.694,D
421,Female,No,30.0,Yes,Entertainment,0.0,Low,4.0,6.0,8.722000000000001,6.494,2.9530000000000003,6.144,B
422,Female,Yes,39.0,Yes,Artist,5.0,Average,2.0,6.0,5.188,11.993,-0.33399999999999996,3.66,C
424,Female,Yes,50.0,Yes,Entertainment,7.0,Low,3.0,6.0,9.203,3.25,5.202999999999999,2.227,A
425,Female,Yes,45.0,Yes,Artist,1.0,Average,2.0,6.0,11.569,15.874,4.828,11.479000000000001,C
426,Female,No,62.0,No,Entertainment,2.0,Low,1.0,6.0,10.380999999999998,0.9620000000000001,2.551,1.419,A
427,Female,No,27.0,Yes,Doctor,1.0,Low,3.0,6.0,5.403,6.17,2.741,1.162,A
428,Male,Yes,57.0,Yes,Entertainment,1.0,Low,3.0,6.0,5.072,2.964,0.968,2.575,A
429,Female,Yes,30.0,No,Engineer,1.0,Average,7.0,4.0,4.386,3.969,4.99,3.34,A
430,Male,No,32.0,No,Healthcare,7.0,Low,4.0,3.0,7.172999999999999,5.2829999999999995,6.1129999999999995,-0.293,A
432,Male,No,47.0,No,Artist,3.0,Low,3.0,5.0,7.142,-0.705,5.365,2.479,B
433,Female,No,32.0,Yes,Artist,4.0,Low,4.0,2.0,2.241,5.254,0.687,5.832999999999999,A
434,Female,Yes,32.0,No,Engineer,5.0,Low,3.0,1.0,7.574,2.696,3.4539999999999997,5.808,A
435,Male,Yes,67.0,Yes,Doctor,1.0,Average,4.0,6.0,3.44,1.806,1.368,5.484,B
436,Female,Yes,77.0,Yes,Lawyer,0.0,High,2.0,6.0,7.808,16.410999999999998,9.552999999999999,8.957,C
438,Male,No,31.0,No,Entertainment,1.0,Low,1.0,4.0,6.928999999999999,7.144,3.745,3.937,A
439,Male,Yes,42.0,Yes,Artist,0.0,Low,3.0,4.0,6.971,4.921,2.024,3.3339999999999996,A
441,Male,Yes,50.0,Yes,Artist,1.0,Average,4.0,2.0,10.767000000000001,13.998,10.444,3.853,C
442,Male,Yes,71.0,Yes,Artist,0.0,Average,5.0,6.0,4.763,3.313,7.21,4.578,C
444,Male,Yes,47.0,Yes,Artist,1.0,Low,3.0,6.0,2.084,4.378,5.938,3.071,A
446,Female,No,40.0,No,Engineer,9.0,Low,5.0,4.0,8.196,7.92,-0.317,-0.9440000000000001,A
447,Female,No,36.0,Yes,Engineer,4.0,Low,1.0,6.0,5.49,3.318,1.04,1.652,A
448,Female,No,42.0,Yes,Artist,1.0,Low,1.0,6.0,2.7239999999999998,-0.15,4.033,6.005,B
450,Female,No,29.0,Yes,Healthcare,2.0,Low,4.0,4.0,0.958,2.419,-1.2109999999999999,1.82,B
451,Male,No,28.0,Yes,Engineer,0.0,Low,5.0,4.0,11.849,5.629,14.052,9.879,D
454,Female,Yes,40.0,Yes,Artist,1.0,Average,2.0,6.0,19.602999999999998,18.771,17.058,11.193,C
456,Male,Yes,47.0,Yes,Artist,0.0,Low,3.0,6.0,13.437000000000001,8.423,5.332999999999999,7.944,C
457,Male,No,26.0,No,Artist,6.0,Low,6.0,5.0,12.401,8.474,5.912000000000001,1.39,D
458,Female,No,55.0,Yes,Marketing,3.0,Low,1.0,6.0,7.207999999999999,-1.09,5.3389999999999995,7.922999999999999,B
459,Female,No,43.0,No,Doctor,4.0,Low,4.0,6.0,11.017999999999999,4.092,4.604,2.495,D
460,Female,Yes,87.0,Yes,Lawyer,0.0,High,2.0,6.0,9.132,7.237,9.362,9.055,C
461,Male,No,28.0,No,Healthcare,0.0,Low,2.0,4.0,3.509,9.37,1.392,3.457,A
462,Male,No,38.0,No,Artist,2.0,Low,2.0,3.0,4.683,3.688,7.037999999999999,2.155,A
464,Male,Yes,42.0,No,Marketing,0.0,High,6.0,4.0,3.9360000000000004,5.946000000000001,4.434,4.809,A
465,Female,No,29.0,No,Engineer,1.0,Low,4.0,6.0,6.327999999999999,9.618,8.675,7.865,D
466,Male,No,32.0,Yes,Doctor,0.0,Low,4.0,6.0,7.553,2.138,3.466,1.615,A
468,Female,Yes,59.0,No,Artist,1.0,High,2.0,6.0,11.519,11.745,7.329,4.245,C
469,Male,No,22.0,No,Healthcare,0.0,Low,2.0,3.0,12.360999999999999,-6.437,7.233,5.422000000000001,D
470,Female,No,26.0,No,Homemaker,9.0,Low,3.0,4.0,2.228,2.595,14.56,9.352,D
471,Female,Yes,78.0,Yes,Artist,1.0,High,2.0,6.0,12.095999999999998,12.497,13.655,9.703,C
472,Female,No,32.0,Yes,Healthcare,0.0,Low,3.0,4.0,8.632,0.493,2.122,2.94,A
473,Male,Yes,37.0,Yes,Artist,0.0,Average,4.0,7.0,7.888999999999999,14.957,7.877999999999999,7.614,C
474,Male,Yes,37.0,Yes,Healthcare,1.0,High,4.0,6.0,-1.999,1.695,1.618,5.0760000000000005,B
475,Male,No,67.0,No,Lawyer,1.0,Low,2.0,6.0,6.797000000000001,8.597000000000001,11.800999999999998,4.897,D
476,Male,Yes,47.0,No,Artist,0.0,High,4.0,6.0,0.146,6.669,1.273,6.045,B
477,Female,Yes,68.0,Yes,Lawyer,0.0,High,2.0,6.0,4.888,4.558,2.575,4.198,A
478,Male,No,30.0,Yes,Healthcare,3.0,Low,5.0,1.0,17.596,14.705,8.581,5.3229999999999995,C
479,Female,Yes,48.0,Yes,Entertainment,2.0,Low,1.0,1.0,3.1660000000000004,1.294,4.579,6.606,A
480,Female,No,43.0,Yes,Artist,6.0,Low,1.0,6.0,14.379000000000001,13.677,8.611,13.962,C
481,Male,Yes,33.0,Yes,Healthcare,9.0,Low,2.0,6.0,5.084,0.632,4.561,3.947,D
482,Male,Yes,31.0,No,Healthcare,0.0,Average,5.0,4.0,11.172,3.12,6.162999999999999,1.722,D
483,Male,Yes,32.0,Yes,Healthcare,1.0,Low,2.0,6.0,10.332,0.785,9.937999999999999,4.516,D
484,Female,No,21.0,No,Healthcare,1.0,Low,4.0,2.0,13.262,-0.12,8.27,-3.801,D
485,Female,No,29.0,No,Homemaker,2.0,Low,4.0,3.0,6.824,0.5710000000000001,6.652,9.948,D
486,Female,Yes,35.0,Yes,Artist,1.0,Low,2.0,4.0,4.553,4.0489999999999995,5.645,7.885,A
487,Male,Yes,46.0,No,Artist,0.0,Low,3.0,4.0,5.478,6.558,3.5669999999999997,6.457000000000001,A
488,Female,Yes,38.0,Yes,Artist,9.0,High,2.0,2.0,4.019,4.883,-1.128,7.2589999999999995,B
489,Female,No,32.0,Yes,Healthcare,1.0,Low,3.0,6.0,13.722999999999999,5.49,14.019,10.527999999999999,C
490,Female,No,28.0,Yes,Artist,3.0,Low,7.0,2.0,6.7139999999999995,5.605,1.82,1.9380000000000002,A
491,Female,Yes,68.0,Yes,Lawyer,3.0,Low,1.0,6.0,3.002,4.124,3.557,1.13,A
492,Female,Yes,45.0,Yes,Artist,4.0,Low,1.0,6.0,13.898,19.303,-0.048,1.29,C
493,Male,Yes,58.0,Yes,Artist,0.0,Average,3.0,7.0,13.512,9.198,16.57,2.8569999999999998,C
494,Male,No,28.0,No,Entertainment,1.0,Low,2.0,7.0,7.1339999999999995,1.8219999999999998,5.367999999999999,5.555,A
495,Female,No,32.0,No,Healthcare,1.0,Low,3.0,6.0,7.997999999999999,6.99,6.903,1.827,A
496,Male,No,30.0,Yes,Doctor,1.0,Low,1.0,3.0,9.685,4.345,-5.697,4.31,B
497,Female,Yes,42.0,No,Homemaker,3.0,Average,4.0,6.0,7.808,4.026,6.08,3.355,D
499,Male,No,41.0,Yes,Artist,1.0,Low,3.0,6.0,14.870999999999999,4.35,6.07,1.018,C
501,Female,Yes,29.0,Yes,Healthcare,8.0,Low,3.0,3.0,7.4479999999999995,8.59,12.83,11.204,D
502,Female,No,33.0,Yes,Healthcare,0.0,Low,3.0,6.0,5.189,3.824,4.827,3.717,A
503,Male,No,47.0,No,Artist,1.0,Low,3.0,4.0,5.996,5.282,1.103,3.472,A
504,Female,Yes,57.0,Yes,Doctor,1.0,Low,2.0,7.0,8.586,4.7139999999999995,2.441,0.562,A
505,Male,Yes,36.0,Yes,Executive,1.0,Low,3.0,6.0,8.333,2.7969999999999997,12.415,-2.588,D
507,Male,No,18.0,No,Healthcare,1.0,Low,2.0,6.0,5.858,9.218,10.13,2.45,D
512,Male,No,36.0,Yes,Marketing,0.0,Low,1.0,6.0,3.903,1.27,4.5280000000000005,4.206,A
514,Male,Yes,45.0,Yes,Artist,1.0,Average,4.0,3.0,10.664000000000001,6.598,10.911,2.7239999999999998,C
515,Male,No,61.0,Yes,Artist,0.0,Low,1.0,6.0,2.419,3.011,-3.815,8.652000000000001,B
516,Male,Yes,52.0,Yes,Entertainment,1.0,Average,4.0,6.0,5.277,5.0489999999999995,3.805,0.738,A
517,Female,Yes,49.0,Yes,Homemaker,14.0,Low,1.0,6.0,5.083,1.795,2.505,2.201,A
518,Male,Yes,40.0,Yes,Entertainment,1.0,Average,2.0,4.0,0.46799999999999997,5.584,2.261,7.343999999999999,B
519,Female,No,31.0,No,Healthcare,1.0,Low,5.0,4.0,13.25,17.416,10.79,2.129,C
520,Male,Yes,42.0,No,Entertainment,1.0,Low,3.0,4.0,5.221,5.896,4.7589999999999995,-0.324,A
521,Male,Yes,51.0,Yes,Engineer,1.0,Average,5.0,6.0,8.033999999999999,5.822,15.01,-0.7240000000000001,C
522,Female,No,42.0,Yes,Healthcare,8.0,Low,1.0,7.0,11.545,1.776,6.841,5.816,D
523,Male,No,29.0,Yes,Doctor,1.0,Low,4.0,6.0,11.273,11.741,16.143,10.17,C
524,Female,No,33.0,Yes,Healthcare,8.0,Low,1.0,4.0,4.09,1.288,3.1439999999999997,6.267,A
525,Male,No,27.0,Yes,Healthcare,1.0,Low,3.0,6.0,11.447000000000001,5.115,3.7689999999999997,3.593,D
526,Female,No,21.0,No,Healthcare,0.0,Low,4.0,2.0,9.054,11.120999999999999,4.803,4.998,D
527,Male,Yes,35.0,No,Artist,1.0,Average,3.0,6.0,4.619,5.441,2.8539999999999996,1.969,B
528,Female,No,42.0,Yes,Doctor,0.0,Low,1.0,6.0,8.677,5.188,5.024,2.735,A
529,Female,No,41.0,Yes,Artist,2.0,Low,1.0,6.0,13.026,13.27,16.82,8.118,C
530,Male,No,39.0,Yes,Artist,0.0,Low,3.0,6.0,1.611,-0.33299999999999996,-2.64,2.897,B
531,Female,No,28.0,No,Doctor,14.0,Low,1.0,6.0,4.782,2.247,1.228,3.8689999999999998,A
532,Female,Yes,45.0,Yes,Engineer,3.0,Average,3.0,3.0,6.501,-1.5959999999999999,-2.021,-1.0590000000000002,B
534,Male,Yes,62.0,Yes,Artist,0.0,Average,4.0,6.0,16.645,4.888,15.203,8.267999999999999,C
536,Male,Yes,45.0,Yes,Doctor,1.0,Average,2.0,3.0,7.525,2.6180000000000003,5.792000000000001,4.6080000000000005,A
537,Female,Yes,26.0,Yes,Engineer,9.0,Low,2.0,6.0,1.7180000000000002,5.723,-1.8719999999999999,7.263999999999999,B
538,Female,No,25.0,Yes,Artist,4.0,Low,5.0,6.0,9.967,10.543,4.944,13.793,C
539,Female,Yes,45.0,Yes,Artist,1.0,Average,4.0,7.0,16.184,6.74,10.465,6.007999999999999,C
540,Male,Yes,43.0,No,Executive,0.0,High,4.0,6.0,4.773,4.52,-0.8320000000000001,3.835,B
541,Male,Yes,49.0,Yes,Executive,1.0,High,3.0,6.0,12.411,1.87,11.984000000000002,5.599,C
542,Male,Yes,55.0,Yes,Artist,1.0,Average,2.0,6.0,15.07,-0.993,14.569,8.638,C
544,Male,Yes,65.0,Yes,Entertainment,1.0,High,2.0,6.0,10.53,6.505,6.05,4.413,C
546,Female,No,39.0,No,Engineer,0.0,Low,3.0,4.0,5.079,5.035,4.359,1.8119999999999998,A
547,Female,Yes,40.0,Yes,Artist,2.0,Average,2.0,6.0,7.19,9.856,10.682,5.233,C
549,Female,No,38.0,No,Homemaker,5.0,Low,1.0,2.0,0.213,-0.483,-0.433,-1.569,B
550,Male,No,26.0,No,Marketing,0.0,Low,5.0,6.0,12.960999999999999,11.065,12.794,-1.969,D
551,Male,No,30.0,Yes,Doctor,1.0,Low,3.0,4.0,11.798,9.294,3.516,4.827,D
552,Male,Yes,51.0,Yes,Homemaker,1.0,Low,3.0,4.0,5.91,3.255,1.5830000000000002,3.449,A
553,Male,No,43.0,Yes,Marketing,1.0,Low,4.0,7.0,6.209,2.6260000000000003,3.1919999999999997,3.6439999999999997,A
554,Female,No,31.0,Yes,Healthcare,1.0,Low,1.0,6.0,6.0760000000000005,-3.4619999999999997,2.335,9.481,D
555,Male,No,39.0,Yes,Artist,0.0,Low,1.0,6.0,5.686,2.347,3.003,3.1489999999999996,A
556,Female,No,30.0,No,Engineer,0.0,Low,4.0,4.0,6.827000000000001,6.053999999999999,4.015,4.5889999999999995,A
557,Female,Yes,43.0,No,Artist,0.0,Average,3.0,4.0,7.254,1.9669999999999999,6.499,2.4419999999999997,A
558,Male,No,27.0,Yes,Healthcare,8.0,Low,1.0,3.0,17.44,12.082,15.99,3.241,C
559,Female,Yes,46.0,No,Artist,0.0,Average,4.0,3.0,18.109,9.074,14.744000000000002,14.47,C
562,Male,Yes,28.0,No,Entertainment,8.0,Average,4.0,7.0,5.127000000000001,4.167,12.418,12.275,D
563,Male,No,43.0,Yes,Entertainment,9.0,Low,1.0,6.0,4.617,8.039,6.768,11.175999999999998,D
564,Female,No,27.0,No,Healthcare,1.0,Low,5.0,7.0,9.267999999999999,-0.21899999999999997,5.26,9.334,D
565,Female,No,28.0,Yes,Healthcare,1.0,Low,3.0,6.0,19.855,1.2990000000000002,9.392000000000001,-1.876,D
566,Male,No,33.0,No,Artist,1.0,Low,4.0,6.0,9.814,0.094,11.237,5.855,D
568,Male,No,58.0,No,Healthcare,4.0,Low,2.0,6.0,6.747000000000001,-2.786,10.902999999999999,8.274,D
569,Female,No,43.0,Yes,Engineer,1.0,Low,4.0,6.0,5.358,2.639,7.397,3.531,A
570,Female,No,31.0,Yes,Artist,1.0,Low,4.0,6.0,15.667,2.149,7.324,8.311,D
571,Male,Yes,32.0,No,Executive,4.0,Average,5.0,4.0,11.284,3.612,10.19,0.21600000000000003,D
574,Female,Yes,51.0,Yes,Artist,1.0,Average,3.0,6.0,1.571,7.046,21.204,5.867999999999999,C
576,Female,No,40.0,Yes,Engineer,1.0,Low,1.0,3.0,3.714,2.861,0.797,0.807,B
