fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
6.2,0.28,1.54,7.3,0.041,168.0,157.0,3.0,3.44,0.64,9.8,7,0.0
6.3,0.33,1.62,1.2,0.046,154.0,175.0,2.0,3.37,0.54,9.4,6,0.0
8.3,0.39,3.5,10.6,0.045,135.0,169.0,4.0,3.09,0.57,9.4,5,0.0
7.2,0.19,3.22,3.8,0.041,220.0,187.0,2.0,3.19,0.6,11.2,7,0.0
7.5,0.17,2.64,11.3,0.046,187.0,146.0,4.0,3.17,0.45,10.0,6,0.0
6.7,0.17,3.0,2.1,0.043,149.0,122.0,1.0,3.15,0.45,10.3,6,0.0
6.1,0.41,0.0,1.6,0.063,154.0,87.0,1.0,3.27,0.67,10.8,6,0.0
8.3,0.2,2.1,0.9,0.05,130.0,74.0,1.0,3.13,0.38,10.5,6,0.0
6.1,0.41,0.0,1.6,0.063,164.0,87.0,1.0,3.27,0.67,10.8,6,0.0
6.0,0.29,1.26,1.3,0.055,160.0,115.61731664259348,1.0,3.32,0.43,11.1,6,0.0
7.3,0.41,1.44,6.8,0.057,161.0,163.0,3.0,3.2,0.41,9.9,6,0.0
7.2,0.43,1.2,6.7,0.058,136.0,163.0,3.0,3.2,0.41,9.9,5,0.0
7.3,0.4,1.44,6.7,0.058,163.0,166.0,3.0,3.2,0.41,9.9,6,0.0
6.2,0.33,1.89,4.9,0.036,168.0,134.0,2.0,3.2,0.42,10.4,7,0.0
6.2,0.31,1.56,4.8,0.037,154.0,148.0,2.0,3.21,0.41,10.4,6,0.0
6.1,0.36,1.89,2.1,0.035,160.0,100.0,1.0,3.4,0.71,11.5,7,0.0
7.8,0.25,2.46,3.7,0.042,151.0,149.0,3.0,3.36,0.45,10.0,6,0.0
5.7,0.36,1.26,6.7,0.038,175.0,166.0,2.0,3.29,0.63,10.0,6,0.0
5.8,0.34,1.05,6.6,0.04,148.0,167.0,2.0,3.29,0.62,10.0,5,0.0
6.8,0.28,3.6,1.1,0.132,162.0,127.0,2.0,3.09,0.44,9.1,6,0.0
6.8,0.25,2.04,4.7,0.031,156.0,134.0,2.0,3.21,0.38,10.6,6,0.0
6.6,0.24,1.75,7.7,0.031,138.0,135.0,2.0,3.19,0.37,10.5,5,0.0
5.9,0.3,3.29,7.85,0.03,161.0,133.0,2.0,3.52,0.43,11.5,7,0.0
6.1,0.125,1.5,3.3,0.04,132.0,115.61731664259348,2.0,3.54,0.59,10.1,6,0.0
6.0,0.1,1.68,1.1,0.041,157.0,65.0,2.0,3.61,0.61,10.3,7,0.0
6.6,0.24,1.75,7.7,0.031,134.0,135.0,2.0,3.19,0.37,10.5,5,0.0
6.8,0.25,2.04,4.7,0.031,154.0,134.0,2.0,3.21,0.38,10.6,6,0.0
6.8,0.28,2.64,9.3,0.031,153.0,137.0,2.0,3.16,0.36,10.4,6,0.0
8.3,0.41,2.55,2.0,0.046,111.0,207.0,2.0,3.02,0.55,11.4,5,0.0
7.9,0.26,2.46,15.15,0.04,160.0,216.0,4.0,2.96,0.6,10.0,6,0.0
6.4,0.34,1.38,6.3,0.039,155.0,143.0,2.0,3.19,0.65,10.0,6,0.0
6.5,0.28,2.1,15.4,0.042,175.0,195.0,4.0,3.23,0.5,9.6,6,0.0
7.2,0.21,2.05,1.3,0.036,131.0,85.0,1.0,3.17,0.51,10.4,5,0.0
6.8,0.24,1.7,4.6,0.032,137.0,135.0,2.0,3.2,0.39,10.6,5,0.0
6.3,0.23,1.8,1.8,0.033,136.0,91.0,1.0,3.28,0.4,11.8,6,0.0
6.5,0.28,1.7,9.9,0.038,132.0,133.0,3.0,3.11,0.44,9.8,5,0.0
5.6,0.26,1.3,5.7,0.031,114.0,80.0,1.0,3.25,0.38,10.8,5,0.0
6.3,0.23,1.8,1.8,0.033,132.0,91.0,1.0,3.28,0.4,11.8,6,0.0
6.3,0.23,1.98,1.5,0.036,137.0,105.0,1.0,3.32,0.42,11.2,6,0.0
5.8,0.27,1.62,12.3,0.045,175.0,170.0,4.0,3.28,0.42,9.3,6,0.0
5.9,0.26,2.0,1.3,0.047,110.0,139.0,2.0,3.45,0.53,10.4,5,0.0
6.6,0.18,2.45,1.5,0.049,187.0,141.0,2.0,3.43,0.85,10.2,7,0.0
7.4,0.2,3.01,7.8,0.045,165.0,153.0,3.0,3.19,0.55,9.0,7,0.0
8.0,0.24,2.16,1.5,0.047,137.0,129.0,2.0,3.2,0.54,10.0,6,0.0
6.4,0.26,2.52,9.7,0.044,148.0,140.0,3.0,3.18,0.47,9.1,6,0.0
5.4,0.31,2.35,3.0,0.053,144.0,144.0,2.0,3.29,0.76,10.0,5,0.0
5.4,0.29,2.82,3.0,0.052,167.0,145.0,2.0,3.29,0.75,10.0,6,0.0
7.1,0.145,1.98,4.6,0.05,159.0,131.0,2.0,3.28,0.4,9.6,6,0.0
5.6,0.34,0.7,1.3,0.031,156.0,68.0,1.0,3.36,0.51,11.2,7,0.0
6.7,0.19,2.46,15.6,0.056,197.0,155.0,4.0,3.2,0.44,8.8,6,0.0
7.8,0.18,2.76,13.6,0.052,154.0,118.0,4.0,3.15,0.5,10.0,6,0.0
7.6,0.17,2.25,11.2,0.054,154.0,137.0,4.0,3.15,0.47,10.0,5,0.0
6.3,0.12,2.52,2.1,0.044,183.0,146.0,1.0,3.27,0.74,11.4,7,0.0
7.3,0.33,2.8,6.85,0.038,170.0,138.0,1.0,3.03,0.3,11.9,7,0.0
5.5,0.335,1.8,2.5,0.071,147.0,128.0,2.0,3.14,0.51,9.6,6,0.0
7.3,0.33,2.8,6.85,0.038,172.0,138.0,1.0,3.03,0.3,11.9,7,0.0
5.8,0.4,2.52,4.4,0.047,156.5,245.0,2.0,3.25,0.57,9.6,6,0.0
7.3,0.22,2.22,14.3,0.063,170.0,191.0,4.0,2.89,0.38,9.0,6,0.0
7.3,0.3391686330029889,2.22,14.3,0.063,170.0,191.0,4.0,2.89,0.38,9.0,6,0.0
6.1,0.36,1.98,1.1,0.05,144.0,169.0,2.0,3.15,0.78,9.5,6,0.0
10.0,0.2,2.34,1.4,0.05,135.0,152.0,2.0,3.0,0.42,10.4,6,0.0
6.9,0.24,2.04,4.7,0.04,163.0,161.0,2.0,3.2,0.59,10.6,6,0.0
6.4,0.24,1.92,14.9,0.047,170.0,162.0,3.0,3.28,0.5,10.2,6,0.0
7.1,0.365,0.7,1.2,0.055,128.0,84.0,2.0,3.15,0.43,8.9,5,0.0
6.8,0.15,1.8,5.3,0.05,162.0,127.0,2.0,3.4,0.39,9.7,6,0.0
7.3,0.22,2.22,14.3,0.063,166.0,191.0,4.0,2.89,0.38,9.0,6,0.0
6.8,0.16,2.8,2.3,0.037,160.0,102.0,1.0,3.49,0.42,11.4,7,0.0
6.0,0.26,2.24,3.5,0.028,161.0,113.0,1.0,3.4,0.71,12.3,7,0.0
6.0,0.18,1.62,1.5,0.089,158.0,143.0,1.0,3.49,0.62,10.8,6,0.0
6.9,0.33,1.26,1.0,0.053,155.0,115.61731664259348,2.0,3.12,0.45,9.4,6,0.0
7.7,0.29,2.88,2.3,0.049,156.0,178.0,2.0,3.17,0.64,10.6,6,0.0
7.1,0.39,1.75,12.5,0.044,130.0,72.0,2.0,3.17,0.29,11.6,5,0.0
6.9,0.33,1.26,1.0,0.053,157.0,148.0,2.0,3.12,0.45,9.4,6,0.0
7.7,0.29,2.88,2.3,0.049,156.0,178.0,2.0,3.17,0.64,10.6,6,0.0
7.2,0.27,1.62,2.4,0.048,154.0,149.0,2.0,3.1,0.51,9.2,6,0.0
5.1,0.33,1.54,1.6,0.027,154.0,89.0,1.0,3.51,0.38,12.5,7,0.0
5.1,0.33,1.54,1.6,0.027,154.0,89.0,1.0,3.51,0.38,12.5,7,0.0
6.4,0.31,1.96,1.5,0.037,150.0,119.0,1.0,3.32,0.51,10.4,7,0.0
7.3,0.2,3.08,1.4,0.045,163.0,98.0,2.0,3.15,0.46,10.0,7,0.0
5.7,0.32,3.0,2.6,0.049,137.0,155.0,2.0,3.22,0.64,10.0,6,0.0
6.4,0.31,1.96,1.5,0.037,156.0,119.0,1.0,3.32,0.51,10.4,7,0.0
7.3,0.2,3.08,1.4,0.045,157.0,98.0,2.0,3.15,0.46,10.0,7,0.0
7.2,0.28,1.56,12.5,0.046,166.0,179.0,4.0,3.1,0.52,9.0,6,0.0
7.5,0.35,1.68,9.6,0.051,144.0,157.0,3.0,3.12,0.53,9.2,6,0.0
7.2,0.27,1.62,2.4,0.048,150.0,149.0,2.0,3.1,0.51,9.2,6,0.0
6.0,0.36,2.73,3.2,0.027,154.0,125.0,1.0,3.38,0.39,11.3,7,0.0
5.1,0.33,1.54,1.6,0.027,160.0,89.0,1.0,3.51,0.38,12.5,7,0.0
5.0,0.17,3.92,1.5,0.026,168.0,115.0,1.0,3.48,0.39,10.8,7,0.0
6.3,0.39,1.75,5.9,0.04,176.5,260.0,2.0,3.12,0.66,10.1,5,0.0
6.7,0.21,1.92,5.4,0.047,149.0,140.0,3.0,3.39,0.46,9.7,6,0.0
7.0,0.3,2.66,14.9,0.032,200.0,181.0,4.0,3.18,0.61,9.3,7,0.0
7.0,0.3,2.66,14.9,0.032,204.0,181.0,4.0,3.18,0.61,9.3,7,0.0
6.5,0.36,1.6,1.1,0.031,115.0,66.0,1.0,3.1,0.46,10.6,5,0.0
6.1,0.55,0.9,9.8,0.031,137.0,125.0,3.0,3.36,0.47,10.2,6,0.0
7.3,0.24,2.58,2.0,0.021,142.0,69.0,1.0,3.08,0.56,12.2,6,0.0
6.8,0.37,2.55,11.8,0.044,164.0,163.0,4.0,3.19,0.44,8.8,5,0.0
6.8,0.27,0.6,1.3,0.04,189.0,168.0,1.0,3.18,0.41,10.0,5,0.0
8.2,0.28,2.1,1.8,0.031,132.0,93.0,1.0,3.09,0.39,11.4,5,0.0
6.3,0.2,2.4,1.5,0.037,157.0,107.0,1.0,3.46,0.5,11.4,6,0.0
5.9,0.26,1.35,18.2,0.048,152.0,168.0,4.0,3.35,0.44,9.4,5,0.0
6.4,0.19,2.52,2.9,0.032,150.0,83.0,1.0,3.3,0.41,11.7,6,0.0
6.3,0.2,2.4,1.5,0.037,155.0,115.61731664259348,1.0,3.46,0.5,11.4,6,0.0
6.8,0.37,2.55,11.8,0.044,162.0,163.0,4.0,3.19,0.44,8.8,5,0.0
6.1,0.35,0.35,1.4,0.069,124.0,108.0,2.0,3.23,0.52,9.2,5,0.0
7.1,0.27,1.55,18.2,0.046,155.0,252.0,4.0,3.07,0.56,8.7,5,0.0
6.8,0.22,1.86,6.3,0.035,153.0,170.0,1.0,3.24,0.66,12.6,6,0.0
6.8,0.27,0.6,1.3,0.04,187.0,168.0,1.0,3.18,0.41,10.0,5,0.0
5.8,0.28,2.38,4.0,0.031,178.0,99.0,1.0,3.39,0.39,12.8,7,0.0
6.9,0.49,1.2,1.2,0.049,111.0,125.0,2.0,3.17,0.51,9.4,5,0.0
6.3,0.14,2.34,1.2,0.044,144.0,116.0,1.0,3.26,0.53,10.3,6,0.0
8.2,0.28,2.1,1.8,0.031,132.0,93.0,1.0,3.09,0.39,11.4,5,0.0
7.2,0.25,2.34,18.95,0.038,162.0,155.0,4.0,2.97,0.47,9.0,6,0.0
7.2,0.19,1.95,1.2,0.036,132.0,85.0,1.0,3.16,0.5,10.5,5,0.0
7.2,0.19,1.95,1.2,0.036,136.0,85.0,1.0,3.16,0.5,10.5,5,0.0
7.2,0.25,2.34,18.95,0.038,158.0,155.0,4.0,2.97,0.47,9.0,6,0.0
7.3,0.28,2.16,12.7,0.04,154.0,140.0,4.0,3.3,0.79,9.6,6,0.0
7.4,0.21,1.62,1.2,0.041,145.0,99.0,2.0,3.19,0.33,9.8,6,0.0
6.8,0.26,1.1,7.7,0.047,161.0,210.0,3.0,3.1,0.47,9.0,5,0.0
7.4,0.21,1.62,1.2,0.041,149.0,115.61731664259348,2.0,3.19,0.33,9.8,6,0.0
7.4,0.31,1.68,1.6,0.05,157.0,137.0,2.0,3.31,0.56,10.5,6,0.0
7.0,0.22,2.17,2.7,0.03,179.0,115.61731664259348,1.0,3.16,0.37,12.7,7,0.0
7.0,0.21,1.68,8.7,0.045,159.0,222.0,3.0,3.25,0.54,10.4,6,0.0
7.0,0.21,1.68,8.6,0.045,153.0,221.0,3.0,3.25,0.54,10.4,6,0.0
7.0,0.21,1.68,8.6,0.045,161.0,221.0,3.0,3.25,0.54,10.4,6,0.0
6.9,0.23,2.66,8.3,0.047,191.0,162.0,3.0,3.34,0.52,10.5,7,0.0
7.0,0.21,1.68,8.7,0.045,147.0,222.0,3.0,3.25,0.54,10.4,6,0.0
7.0,0.21,1.68,8.6,0.045,157.0,221.0,3.0,3.2353386767248153,0.54,10.4,6,0.0
6.8,0.29,2.5,13.3,0.053,148.0,194.0,4.0,3.09,0.45,9.4,5,0.0
7.8,0.21,1.35,1.2,0.051,118.0,89.0,2.0,3.06,0.46,9.1,5,0.0
7.1,0.31,2.35,13.6,0.056,150.0,197.0,4.0,3.1,0.49,9.3,5,0.0
6.8,0.29,2.5,13.3,0.053,152.0,194.0,4.0,3.09,0.45,9.4,5,0.0
6.4,0.34,0.5,1.1,0.048,121.0,84.0,2.0,3.21,0.38,9.8,5,0.0
7.4,0.155,2.38,2.3,0.045,213.5,214.0,2.0,3.18,0.61,9.9,7,0.0
7.2,0.55,0.36,1.5,0.108,90.0,151.0,2.0,3.07,0.57,9.2,4,0.0
6.9,0.2,2.59,6.2,0.027,166.0,97.0,1.0,3.38,0.49,12.2,7,0.0
6.1,0.3391686330029889,1.6,2.5,0.042,125.0,218.5,2.0,3.27,0.6,9.8,5,0.0
7.4,0.155,2.38,2.3,0.045,215.5,214.0,2.0,3.18,0.61,9.9,7,0.0
6.2,0.35,0.2,1.2,0.06,127.0,108.0,2.0,3.26,0.54,9.2,5,0.0
6.7,0.22,2.59,1.6,0.028,166.0,102.0,1.0,3.29,0.59,11.6,7,0.0
6.1,0.38,1.2,6.6,0.033,145.0,137.0,2.0,3.3,0.69,10.4,6,0.0
6.6,0.52,2.64,12.2,0.048,176.0,245.0,4.0,3.26,0.54,9.3,6,0.0
6.9,0.24,2.16,20.8,0.031,160.0,139.0,4.0,3.2,0.33,11.0,6,0.0
5.8,0.28,1.35,2.6,0.054,136.0,156.0,1.0,3.53,0.42,12.4,5,0.0
6.5,0.41,1.44,14.0,0.048,138.0,113.0,4.0,3.44,0.53,9.8,6,0.0
6.5,0.41,1.44,14.0,0.048,146.0,113.0,4.0,3.44,0.53,9.8,6,0.0
6.4,0.28,2.03,1.6,0.052,174.0,127.0,2.0,3.48,0.56,10.5,7,0.0
7.2,0.6,1.0,9.9,0.07,125.0,174.0,4.0,3.03,0.54,9.1,5,0.0
6.1,0.2,1.25,1.2,0.038,132.0,128.0,1.0,3.24,0.44,10.1,5,0.0
5.9,0.46,0.98,2.7,0.042,171.0,160.0,2.0,3.46,0.51,10.6,7,0.0
6.0,0.27,1.89,1.6,0.046,170.0,113.0,2.0,3.41,0.51,10.5,7,0.0
6.4,0.28,2.03,1.6,0.052,166.0,127.0,2.0,3.48,0.56,10.5,7,0.0
6.4,0.41,1.44,14.0,0.048,146.0,113.0,4.0,3.44,0.53,9.8,6,0.0
6.3,0.23,2.17,1.5,0.022,149.0,115.61731664259348,1.0,3.3,0.4,12.9,7,0.0
7.1,0.21,1.35,8.6,0.056,130.0,111.0,3.0,2.95,0.52,9.5,5,0.0
6.0,0.37,1.92,1.0,0.053,151.0,218.5,2.0,3.29,0.72,9.8,6,0.0
6.1,0.43,1.75,9.1,0.059,181.0,249.0,4.0,3.37,0.5,8.5,5,0.0
7.1,0.21,1.35,8.6,0.056,122.0,111.0,3.0,2.95,0.52,9.5,5,0.0
5.9,0.25,0.95,12.4,0.047,152.0,162.0,4.0,3.35,0.38,9.5,5,0.0
6.8,0.32,1.26,2.2,0.044,133.0,68.0,2.0,3.17,0.39,9.4,6,0.0
7.2,0.39,3.1,11.0,0.047,166.0,178.0,4.0,3.16,0.5,8.7,5,0.0
6.3,0.21,2.9,10.0,0.081,134.0,126.0,3.0,2.95,0.46,8.9,5,0.0
7.0,0.14,1.92,9.0,0.039,176.0,141.0,3.0,3.22,0.43,9.4,6,0.0
6.8,0.32,1.26,2.2,0.044,141.0,68.0,2.0,3.17,0.39,9.4,6,0.0
7.2,0.39,3.1,11.0,0.047,162.0,178.0,4.0,3.16,0.5,8.7,5,0.0
7.2,0.29,2.65,18.15,0.047,161.0,182.0,4.0,3.09,0.52,9.6,5,0.0
8.6,0.37,4.2,12.15,0.039,141.0,158.0,4.0,3.0,0.73,9.3,6,0.0
6.5,0.38,1.7,3.4,0.036,136.0,200.0,2.0,3.14,0.76,10.0,5,0.0
6.6,0.24,1.74,2.0,0.023,139.0,86.0,1.0,3.25,0.45,12.5,6,0.0
7.0,0.17,2.17,4.8,0.034,172.0,132.0,2.0,3.36,0.48,9.6,7,0.0
5.5,0.16,1.32,4.5,0.03,152.0,102.0,2.0,3.24,0.36,9.4,6,0.0
7.0,0.24,2.55,11.0,0.029,153.0,227.0,3.0,3.03,0.61,9.5,5,0.0
7.4,0.28,2.52,1.1,0.028,186.0,105.0,1.0,2.99,0.39,12.4,7,0.0
7.0,0.22,1.68,1.5,0.037,151.0,115.0,2.0,3.11,0.55,10.5,6,0.0
7.1,0.55,0.78,1.7,0.073,141.0,165.0,2.0,2.97,0.58,9.2,6,0.0
6.3,0.22,1.98,1.7,0.041,191.0,164.0,2.0,3.32,0.56,10.4,6,0.0
6.7,0.47,1.7,8.9,0.043,129.0,115.61731664259348,3.0,3.22,0.6,9.2,5,0.0
5.9,0.36,2.46,1.3,0.047,165.0,104.0,1.0,3.33,0.51,10.6,6,0.0
5.8,0.25,1.2,13.3,0.044,143.0,137.0,4.0,3.34,0.42,9.5,5,0.0
6.7,0.47,1.7,8.9,0.043,127.0,172.0,3.0,3.22,0.6,9.2,5,0.0
6.2,0.18,2.28,1.5,0.028,152.0,117.0,2.0,3.47,0.54,9.7,6,0.0
6.6,0.34,1.68,1.3,0.035,154.0,90.0,1.0,3.1,0.42,10.7,6,0.0
7.4,0.29,1.74,1.6,0.045,173.0,180.0,2.0,3.34,0.68,10.5,6,0.0
7.4,0.26,1.86,7.6,0.047,172.0,177.0,3.0,3.13,0.45,8.9,6,0.0
7.0,0.28,2.16,1.0,0.035,132.0,70.0,1.0,3.09,0.46,12.1,6,0.0
7.1,0.23,2.73,1.6,0.032,156.0,65.0,1.0,3.25,0.4,12.7,7,0.0
7.8,0.19,1.56,8.9,0.039,160.0,182.0,3.0,3.18,0.46,9.9,6,0.0
6.3,0.19,1.68,1.8,0.022,148.0,158.0,1.0,3.2,0.64,11.4,6,0.0
6.8,0.2,2.28,4.7,0.04,145.0,103.0,2.0,3.37,0.58,10.7,6,0.0
5.7,0.44,0.78,7.0,0.025,146.0,173.0,1.0,3.33,0.48,12.5,6,0.0
6.8,0.23,1.92,1.6,0.026,161.0,147.0,1.0,3.29,0.54,12.5,6,0.0
5.7,0.335,1.7,1.0,0.04,115.0,174.0,1.0,3.27,0.66,10.0,5,0.0
7.2,0.4,2.48,10.8,0.041,148.0,189.0,4.0,3.08,0.49,8.6,4,0.0
7.2,0.28,3.24,16.7,0.045,170.0,200.0,4.0,3.08,0.49,9.5,6,0.0
6.8,0.19,3.48,14.2,0.038,169.0,164.0,4.0,3.12,0.48,9.6,6,0.0
6.4,0.3,1.8,2.25,0.038,130.0,210.0,2.0,3.2,0.62,9.9,6,0.0
6.5,0.3,1.45,2.25,0.037,110.0,210.0,2.0,3.19,0.62,9.9,5,0.0
7.8,0.18,1.86,12.2,0.053,162.0,140.0,4.0,3.06,0.53,8.9,6,0.0
7.8,0.18,1.86,12.2,0.053,168.0,140.0,4.0,3.06,0.53,8.9,6,0.0
7.3,0.51,1.3,3.3,0.09,105.0,135.0,2.0,3.01,0.52,8.8,5,0.0
6.0,0.24,1.89,1.9,0.048,180.0,170.0,2.0,3.64,0.54,10.0,7,0.0
5.9,0.62,1.68,3.5,0.039,179.0,152.0,1.0,3.44,0.44,12.0,6,0.0
6.0,0.24,1.89,1.9,0.048,186.0,170.0,2.0,3.64,0.54,10.0,7,0.0
6.7,0.3391686330029889,0.72,1.3,0.041,182.0,138.0,1.0,3.21,0.42,10.0,6,0.0
7.8,0.34,2.1,1.8,0.042,126.0,167.0,1.0,3.11,0.41,12.1,6,0.0
7.3,0.26,2.16,5.2,0.04,149.0,141.0,2.0,3.16,0.59,11.0,6,0.0
7.4,0.36,1.98,1.4,0.025,147.0,55.0,1.0,3.21,0.33,11.2,6,0.0
7.8,0.28,2.24,9.0,0.036,176.0,115.0,3.0,3.17,0.39,10.3,7,0.0
6.1,0.31,1.56,2.2,0.051,152.0,167.0,2.0,3.37,0.47,10.4,6,0.0
6.8,0.18,1.85,1.6,0.055,141.0,154.0,2.0,3.08,0.45,9.1,5,0.0
7.4,0.15,2.52,1.7,0.045,175.0,154.0,1.0,3.0,0.6,10.4,6,0.0
5.9,0.13,1.68,1.9,0.05,144.0,78.0,1.0,3.43,0.64,10.8,6,0.0
7.2,0.34,1.7,12.6,0.048,103.0,41.0,2.0,3.19,0.4,11.7,5,0.0
7.9,0.19,1.3,2.1,0.039,108.0,143.0,2.0,3.05,0.74,9.8,5,0.0
7.9,0.19,1.3,2.1,0.039,112.0,143.0,2.0,3.05,0.74,9.8,5,0.0
6.9,0.25,2.4,1.3,0.038,144.0,101.0,1.0,3.03,0.39,11.4,6,0.0
5.8,0.36,1.92,1.7,0.033,144.0,96.0,1.0,3.03,0.38,11.2,6,0.0
5.6,0.35,1.85,1.0,0.038,100.0,72.0,1.0,3.37,0.34,11.4,5,0.0
5.9,0.32,2.34,3.3,0.114,142.0,140.0,2.0,3.09,0.45,9.2,6,0.0
7.2,0.31,1.84,5.0,0.04,91.0,29.0,1.0,3.04,0.53,12.5,4,0.0
6.1,0.28,1.32,1.8,0.034,152.0,116.0,1.0,3.36,0.44,12.6,6,0.0
5.2,0.36,0.12,1.6,0.031,148.0,104.0,1.0,3.44,0.35,12.2,6,0.0
5.6,0.19,2.82,4.5,0.03,135.0,112.0,1.0,3.56,0.45,11.2,6,0.0
6.4,0.1,2.1,4.9,0.048,153.0,103.0,2.0,3.43,0.79,9.7,6,0.0
6.4,0.18,2.4,4.0,0.186,164.0,150.0,2.0,3.06,0.4,9.3,5,0.0
7.4,0.25,2.16,13.2,0.067,175.0,178.0,4.0,3.01,0.48,9.0,6,0.0
7.4,0.25,2.16,13.2,0.067,173.0,178.0,4.0,3.01,0.48,9.0,6,0.0
7.4,0.25,2.16,13.2,0.067,173.0,178.0,4.0,3.01,0.48,9.0,6,0.0
7.9,0.345,2.55,15.3,0.047,158.0,115.61731664259348,4.0,3.09,0.51,9.1,5,0.0
7.9,0.345,2.55,15.3,0.047,146.0,171.0,4.0,3.09,0.51,9.1,5,0.0
7.4,0.25,2.16,13.2,0.067,173.0,178.0,4.0,3.01,0.48,9.0,6,0.0
6.1,0.24,1.5,1.5,0.045,120.0,61.0,1.0,3.31,0.54,10.4,5,0.0
6.8,0.25,1.44,4.55,0.053,159.0,115.61731664259348,3.0,3.37,0.67,9.5,6,0.0
6.7,0.31,1.24,9.9,0.04,92.0,175.0,3.0,3.46,0.55,11.4,4,0.0
7.2,0.46,3.25,10.4,0.05,176.0,192.0,4.0,3.16,0.42,8.7,5,0.0
5.5,0.35,2.1,1.1,0.045,138.0,167.0,1.0,3.34,0.68,9.9,6,0.0
6.7,0.24,2.46,8.7,0.036,147.0,148.0,3.0,3.2353386767248153,0.62,9.9,6,0.0
6.8,0.28,1.02,13.9,0.047,169.0,162.0,4.0,3.21,0.51,9.0,6,0.0
6.4,0.16,1.32,1.4,0.04,163.0,149.0,2.0,3.49,0.58,10.0,6,0.0
6.3,0.26,1.44,7.2,0.039,158.0,172.0,3.0,3.49,0.64,9.7,6,0.0
7.7,0.22,2.52,1.9,0.052,130.0,87.0,1.0,3.3,0.49,11.8,6,0.0
6.5,0.18,2.17,1.7,0.044,172.0,127.0,2.0,3.49,0.5,10.2,7,0.0
7.0,0.3,3.57,13.6,0.05,184.0,168.0,4.0,3.07,0.52,9.6,7,0.0
9.2,0.25,2.38,1.2,0.026,171.0,93.0,1.0,2.93,0.37,11.3,7,0.0
7.8,0.28,2.38,1.6,0.028,170.0,118.0,1.0,3.0,0.38,12.1,7,0.0
7.0,0.3,3.57,13.6,0.05,180.0,168.0,4.0,3.07,0.52,9.6,7,0.0
7.8,0.28,2.38,1.6,0.028,178.0,115.61731664259348,1.0,3.0,0.38,12.1,7,0.0
9.2,0.25,2.38,1.2,0.026,171.0,93.0,1.0,2.93,0.37,11.3,7,0.0
8.4,0.35,3.55,12.2,0.046,126.0,160.0,4.0,2.98,0.65,9.4,5,0.0
6.1,0.41,1.44,1.6,0.049,136.0,137.0,2.0,3.32,0.5,10.4,6,0.0
5.9,0.21,1.2,12.1,0.044,151.0,165.0,3.0,3.25,0.39,9.5,5,0.0
7.2,0.34,2.64,4.2,0.047,173.0,144.0,1.0,3.01,0.76,12.3,6,0.0
6.7,0.21,2.94,9.1,0.049,169.0,150.0,3.0,3.12,0.74,9.9,7,0.0
5.9,0.37,0.5,1.6,0.057,141.0,128.0,2.0,3.24,0.48,10.1,5,0.0
7.7,0.34,1.62,8.8,0.063,159.0,184.0,3.0,3.09,0.63,9.2,6,0.0
7.4,0.3,1.54,1.4,0.046,154.0,135.0,2.0,3.08,0.77,10.4,7,0.0
6.8,0.51,1.5,4.2,0.066,138.0,165.0,2.0,3.2,0.42,9.1,5,0.0
7.8,0.22,2.28,10.3,0.059,150.0,99.0,3.0,3.12,0.47,10.0,6,0.0
7.2,0.35,2.04,12.4,0.051,128.0,37.0,2.0,3.13,0.39,11.5,6,0.0
6.0,0.26,2.5,2.2,0.048,155.0,153.0,2.0,3.08,0.61,9.8,5,0.0
6.1,0.26,3.06,2.2,0.05,183.0,154.0,2.0,3.08,0.6,9.8,6,0.0
6.5,0.28,1.62,5.2,0.04,164.0,179.0,2.0,3.19,0.69,9.4,6,0.0
7.4,0.41,3.3,10.8,0.051,179.0,194.0,4.0,3.05,0.46,8.7,5,0.0
6.5,0.28,2.03,2.7,0.038,166.0,107.0,1.0,3.32,0.41,11.6,7,0.0
6.7,0.34,2.7,16.3,0.047,144.0,181.0,4.0,3.04,0.56,8.8,5,0.0
7.2,0.2,2.38,2.7,0.032,187.0,151.0,1.0,3.16,0.39,12.7,7,0.0
7.4,0.2,2.31,1.9,0.035,181.0,138.0,1.0,3.17,0.44,11.7,7,0.0
8.2,0.22,1.8,1.8,0.047,161.0,185.0,2.0,3.13,0.5,10.2,6,0.0
8.2,0.23,1.74,1.8,0.047,169.0,187.0,2.0,3.13,0.5,10.2,6,0.0
7.1,0.22,2.31,2.8,0.033,186.0,153.0,1.0,3.15,0.38,12.7,7,0.0
6.5,0.28,2.03,2.7,0.038,168.0,107.0,1.0,3.32,0.41,11.6,7,0.0
6.0,0.38,1.82,6.0,0.034,182.0,134.0,1.0,3.38,0.38,12.3,7,0.0
7.4,0.41,3.3,10.8,0.051,177.0,194.0,4.0,3.05,0.46,8.7,5,0.0
5.7,0.18,1.1,4.2,0.042,127.0,111.0,2.0,3.35,0.39,9.4,5,0.0
7.3,0.3,1.32,6.4,0.056,160.0,168.0,2.0,3.13,0.35,10.1,6,0.0
7.4,0.24,1.32,10.7,0.042,146.0,81.0,3.0,2.86,0.36,9.7,6,0.0
6.6,0.25,2.1,1.6,0.046,174.0,134.0,2.0,3.42,0.51,10.1,7,0.0
7.4,0.24,1.32,10.7,0.042,148.0,81.0,3.0,2.86,0.36,9.7,6,0.0
