sample,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
317,6.6,0.24,1.75,7.7,0.031,138,135,medium,3.19,0.37,10.5,5,white
318,5.9,0.3,3.29,7.85,0.03,161,133,medium,3.52,0.43,11.5,7,white
319,6.1,0.125,1.5,3.3,0.04,132,,medium,3.54,0.59,10.1,6,white
320,6,0.1,1.68,1.1,0.041,157,65,medium,3.61,0.61,10.3,7,white
321,6.6,0.24,1.75,7.7,0.031,134,135,medium,3.19,0.37,10.5,5,white
322,6.8,0.25,2.04,4.7,0.031,154,134,medium,3.21,0.38,10.6,6,white
323,6.8,0.28,2.64,9.3,0.031,153,137,medium,3.16,0.36,10.4,6,white
324,8.3,0.41,2.55,2,0.046,111,207,medium,3.02,0.55,11.4,5,white
325,7.5,0.27,1.55,5.8,0.057,233,,medium,3.18,0.59,10.5,5,white
326,7.9,0.26,2.46,15.15,0.04,160,216,very high,2.96,0.6,10,6,white
327,6.4,0.34,1.38,6.3,0.039,155,143,medium,3.19,0.65,10,6,white
328,6.5,0.28,2.1,15.4,0.042,175,195,very high,3.23,0.5,9.6,6,white
329,7.2,0.21,2.05,1.3,0.036,131,85,low,3.17,0.51,10.4,5,white
330,6.4,0.32,2.8,4.8,0.03,192,101,low,3.36,0.6,12.5,8,white
331,6.8,0.24,1.7,4.6,0.032,137,135,medium,3.2,0.39,10.6,5,white
332,6.3,0.23,1.8,1.8,0.033,136,91,low,3.28,0.4,11.8,6,white
333,6.5,0.28,1.7,9.9,0.038,132,133,high,3.11,0.44,9.8,5,white
334,5.6,0.26,1.3,5.7,0.031,114,80,low,3.25,0.38,10.8,5,white
335,6.3,0.23,1.8,1.8,0.033,132,91,low,3.28,0.4,11.8,6,white
336,6.3,0.23,1.98,1.5,0.036,137,105,low,3.32,0.42,11.2,6,white
337,5.8,0.27,1.62,12.3,0.045,175,170,very high,3.28,0.42,9.3,6,white
338,5.9,0.26,2,1.3,0.047,110,139,medium,3.45,0.53,10.4,5,white
339,6.6,0.18,2.45,1.5,0.049,187,141,medium,3.43,0.85,10.2,7,white
340,7.4,0.2,3.01,7.8,0.045,165,153,high,3.19,0.55,9,7,white
341,8,0.24,2.16,1.5,0.047,137,129,medium,3.2,0.54,10,6,white
342,6.4,0.26,2.52,9.7,0.044,148,140,high,3.18,0.47,9.1,6,white
343,5.4,0.31,2.35,3,0.053,144,144,medium,3.29,0.76,10,5,white
344,5.4,0.29,2.82,3,0.052,167,145,medium,3.29,0.75,10,6,white
345,7.1,0.145,1.98,4.6,0.05,159,131,medium,3.28,0.4,9.6,6,white
346,5.6,0.34,0.7,1.3,0.031,156,68,low,3.36,0.51,11.2,7,white
347,6.7,0.19,2.46,15.6,0.056,197,155,very high,3.2,0.44,8.8,6,white
348,7.8,0.18,2.76,13.6,0.052,154,118,very high,3.15,0.5,10,6,white
349,7.6,0.17,2.25,11.2,0.054,154,137,very high,3.15,0.47,10,5,white
350,6.3,0.12,2.52,2.1,0.044,183,146,low,3.27,0.74,11.4,7,white
351,7.3,0.33,2.8,6.85,0.038,170,138,low,3.03,0.3,11.9,7,white
352,5.5,0.335,1.8,2.5,0.071,147,128,medium,3.14,0.51,9.6,6,
353,7.3,0.33,2.8,6.85,0.038,172,138,low,3.03,0.3,11.9,7,white
354,5.8,0.4,2.52,4.4,0.047,156.5,245,medium,3.25,0.57,9.6,6,white
355,7.3,0.22,2.22,14.3,0.063,170,191,very high,2.89,0.38,9,6,white
356,7.3,,2.22,14.3,0.063,170,191,very high,2.89,0.38,9,6,white
357,6.1,0.36,1.98,1.1,0.05,144,169,medium,3.15,0.78,9.5,6,white
358,10,0.2,2.34,1.4,0.05,135,152,medium,3,0.42,10.4,6,white
359,6.9,0.24,2.04,4.7,0.04,163,161,medium,3.2,0.59,10.6,6,white
360,6.4,0.24,1.92,14.9,0.047,170,162,high,3.28,0.5,10.2,6,white
361,7.1,0.365,0.7,1.2,0.055,128,84,medium,3.15,0.43,8.9,5,white
362,6.8,0.15,1.8,5.3,0.05,162,127,medium,3.4,0.39,9.7,6,white
363,7.3,0.22,2.22,14.3,0.063,166,191,very high,2.89,0.38,9,6,white
364,6.8,0.16,2.8,2.3,0.037,160,102,low,3.49,0.42,11.4,7,white
365,6,0.26,2.24,3.5,0.028,161,113,low,3.4,0.71,12.3,7,white
366,6,0.18,1.62,1.5,0.089,158,143,low,3.49,0.62,10.8,6,white
367,6.9,0.33,1.26,1,0.053,155,,medium,3.12,0.45,9.4,6,white
368,7.7,0.29,2.88,2.3,0.049,156,178,medium,3.17,0.64,10.6,6,white
369,7.1,0.39,1.75,12.5,0.044,130,72,medium,3.17,0.29,11.6,5,white
370,6.9,0.33,1.26,1,0.053,157,148,medium,3.12,0.45,9.4,6,white
371,7.7,0.29,2.88,2.3,0.049,156,178,medium,3.17,0.64,10.6,6,white
372,6.6,0.905,0.95,0.8,0.048,115,204,medium,3.34,0.56,10,5,white
373,7.2,0.27,1.62,2.4,0.048,154,149,medium,3.1,0.51,9.2,6,white
374,5.1,0.33,1.54,1.6,0.027,154,89,low,3.51,0.38,12.5,7,white
375,5.1,0.33,1.54,1.6,0.027,154,89,low,3.51,0.38,12.5,7,white
376,6.4,0.31,1.96,1.5,0.037,150,119,low,3.32,0.51,10.4,7,white
377,7.3,0.2,3.08,1.4,0.045,163,98,medium,3.15,0.46,10,7,white
378,5.7,0.32,3,2.6,0.049,137,155,medium,3.22,0.64,10,6,white
379,6.4,0.31,1.96,1.5,0.037,156,119,low,3.32,0.51,10.4,7,white
380,7.3,0.2,3.08,1.4,0.045,157,98,medium,3.15,0.46,10,7,white
381,7.2,0.28,1.56,12.5,0.046,166,179,very high,3.1,0.52,9,6,white
382,7.5,0.35,1.68,9.6,0.051,144,157,high,3.12,0.53,9.2,6,white
383,7.2,0.27,1.62,2.4,0.048,150,149,medium,3.1,0.51,9.2,6,white
384,6,0.36,2.73,3.2,0.027,154,125,low,3.38,0.39,11.3,7,white
385,5.1,0.33,1.54,1.6,0.027,160,89,low,3.51,0.38,12.5,7,white
386,5,0.17,3.92,1.5,0.026,168,115,low,3.48,0.39,10.8,7,white
387,6.3,0.39,1.75,5.9,0.04,176.5,260,medium,3.12,0.66,10.1,5,white
388,6.7,0.21,1.92,5.4,0.047,149,140,high,3.39,0.46,9.7,6,white
389,7,0.3,2.66,14.9,0.032,200,181,very high,3.18,0.61,9.3,7,white
390,7,0.3,2.66,14.9,0.032,204,181,very high,3.18,0.61,9.3,7,white
391,6.5,0.36,1.6,1.1,0.031,115,66,low,3.1,0.46,10.6,5,white
392,6.1,0.55,0.9,9.8,0.031,137,125,high,3.36,0.47,10.2,6,white
393,7.3,0.24,2.58,2,0.021,142,69,low,3.08,0.56,12.2,6,white
394,6.8,0.37,2.55,11.8,0.044,164,163,very high,3.19,0.44,8.8,5,white
395,6.8,0.27,0.6,1.3,0.04,189,168,low,3.18,0.41,10,5,white
396,8.2,0.28,2.1,1.8,0.031,132,93,low,3.09,0.39,11.4,5,white
397,6.3,0.2,2.4,1.5,0.037,157,107,low,3.46,0.5,11.4,6,white
398,5.9,0.26,1.35,18.2,0.048,152,168,very high,3.35,0.44,9.4,5,white
399,6.4,0.19,2.52,2.9,0.032,150,83,low,3.3,0.41,11.7,6,white
400,6.3,0.2,2.4,1.5,0.037,155,,low,3.46,0.5,11.4,6,white
401,6.8,0.37,2.55,11.8,0.044,162,163,very high,3.19,0.44,8.8,5,white
402,6.1,0.35,0.35,1.4,0.069,124,108,medium,3.23,0.52,9.2,5,white
403,7.1,0.27,1.55,18.2,0.046,155,252,very high,3.07,0.56,8.7,5,white
404,6.8,0.22,1.86,6.3,0.035,153,170,low,3.24,0.66,12.6,6,white
405,6.8,0.27,0.6,1.3,0.04,187,168,low,3.18,0.41,10,5,white
406,5.8,0.28,2.38,4,0.031,178,99,low,3.39,0.39,12.8,7,white
407,6.9,0.49,1.2,1.2,0.049,111,125,medium,3.17,0.51,9.4,5,white
408,6.3,0.14,2.34,1.2,0.044,144,116,low,3.26,0.53,10.3,6,white
409,8.2,0.28,2.1,1.8,0.031,132,93,low,3.09,0.39,11.4,5,white
410,7.2,0.25,2.34,18.95,0.038,162,155,very high,2.97,0.47,9,6,white
411,7.3,0.28,2.16,12.7,0.04,152,140,very high,12.94,0.79,9.6,6,white
412,7.2,0.19,1.95,1.2,0.036,132,85,low,3.16,0.5,10.5,5,white
413,7.2,0.19,1.95,1.2,0.036,136,85,low,3.16,0.5,10.5,5,white
414,7.2,0.25,2.34,18.95,0.038,158,155,very high,2.97,0.47,9,6,white
415,7.3,0.28,2.16,12.7,0.04,154,140,very high,3.3,0.79,9.6,6,white
416,7.4,0.21,1.62,1.2,0.041,145,99,medium,3.19,0.33,9.8,6,white
417,6.8,0.26,1.1,7.7,0.047,161,210,high,3.1,0.47,9,5,white
418,7.4,0.21,1.62,1.2,0.041,149,,medium,3.19,0.33,9.8,6,white
419,7.4,0.31,1.68,1.6,0.05,157,137,medium,3.31,0.56,10.5,6,white
420,7,0.22,2.17,2.7,0.03,179,,low,3.16,0.37,12.7,7,white
421,7,0.21,1.68,8.7,0.045,159,222,high,3.25,0.54,10.4,6,white
422,7,0.21,1.68,8.6,0.045,153,221,high,3.25,0.54,10.4,6,white
423,7,0.21,1.68,8.6,0.045,161,221,high,3.25,0.54,10.4,6,white
424,6.9,0.23,2.66,8.3,0.047,191,162,high,3.34,0.52,10.5,7,white
425,7,0.21,1.68,8.7,0.045,147,222,high,3.25,0.54,10.4,6,white
426,7,0.21,1.68,8.6,0.045,157,221,high,,0.54,10.4,6,white
427,6.8,0.29,2.5,13.3,0.053,148,194,very high,3.09,0.45,9.4,5,
428,7.8,0.21,1.35,1.2,0.051,118,89,medium,3.06,0.46,9.1,5,white
429,7.1,0.31,2.35,13.6,0.056,150,197,very high,3.1,0.49,9.3,5,white
430,6.8,0.29,2.5,13.3,0.053,152,194,very high,3.09,0.45,9.4,5,white
431,6.4,0.34,0.5,1.1,0.048,121,84,medium,3.21,0.38,9.8,5,white
432,7.4,0.155,2.38,2.3,0.045,213.5,214,medium,3.18,0.61,9.9,7,white
433,7.2,0.55,0.36,1.5,0.108,90,151,medium,3.07,0.57,9.2,4,white
434,7,0.23,2.88,7.1,0.028,189,104,low,3.35,0.47,12.1,8,white
435,6.9,0.2,2.59,6.2,0.027,166,97,low,3.38,0.49,12.2,7,white
436,6.1,,1.6,2.5,0.042,125,218.5,medium,3.27,0.6,9.8,5,white
437,6.6,0.16,2.56,1.4,0.035,213,186,low,3.35,0.64,12.4,8,white
438,7.4,0.155,2.38,2.3,0.045,215.5,214,medium,3.18,0.61,9.9,7,white
439,6.2,0.35,0.2,1.2,0.06,127,108,medium,3.26,0.54,9.2,5,white
440,6.7,0.22,2.59,1.6,0.028,166,102,low,3.29,0.59,11.6,7,white
441,6.1,0.38,1.2,6.6,0.033,145,137,medium,3.3,0.69,10.4,6,white
442,6,0.25,2.24,2.2,0.026,218,126,low,3.43,0.65,12.9,8,white
443,6.6,0.52,2.64,12.2,0.048,176,245,very high,3.26,0.54,9.3,6,white
444,6.9,0.24,2.16,20.8,0.031,160,139,very high,3.2,0.33,11,6,white
445,7.1,0.32,0.96,11,0.038,76,66,medium,3.24,0.4,11.5,3,white
446,5.8,0.28,1.35,2.6,0.054,136,156,low,3.53,0.42,12.4,5,white
447,6.5,0.41,1.44,14,0.048,138,113,very high,3.44,0.53,9.8,6,white
448,6.5,0.41,1.44,14,0.048,146,113,very high,3.44,0.53,9.8,6,white
449,6.4,0.28,2.03,1.6,0.052,174,127,medium,3.48,0.56,10.5,7,white
450,7.2,0.6,1,9.9,0.07,125,174,very high,3.03,0.54,9.1,5,white
451,6.1,0.2,1.25,1.2,0.038,132,128,low,3.24,0.44,10.1,5,white
452,5.9,0.46,0.98,2.7,0.042,171,160,medium,3.46,0.51,10.6,7,white
453,6,0.27,1.89,1.6,0.046,170,113,medium,3.41,0.51,10.5,7,white
454,6.4,0.28,2.03,1.6,0.052,166,127,medium,3.48,0.56,10.5,7,white
455,6.4,0.41,1.44,14,0.048,146,113,very high,3.44,0.53,9.8,6,white
456,6.3,0.23,2.17,1.5,0.022,149,,low,3.3,0.4,12.9,7,
457,7.1,0.21,1.35,8.6,0.056,130,111,high,2.95,0.52,9.5,5,white
458,6,0.37,1.92,1,0.053,151,218.5,medium,3.29,0.72,9.8,6,white
459,6.1,0.43,1.75,9.1,0.059,181,249,very high,3.37,0.5,8.5,5,white
460,7.1,0.21,1.35,8.6,0.056,122,111,high,2.95,0.52,9.5,5,white
461,7,0.25,1.45,15.2,0.047,142,171,,3.22,0.45,9.3,5,white
462,5.9,0.25,0.95,12.4,0.047,152,162,very high,3.35,0.38,9.5,5,white
463,6.8,0.32,1.26,2.2,0.044,133,68,medium,3.17,0.39,9.4,6,white
464,7.2,0.39,3.1,11,0.047,166,178,very high,3.16,0.5,8.7,5,white
465,6.3,0.21,2.9,10,0.081,134,126,high,2.95,0.46,8.9,5,white
466,7,0.14,1.92,9,0.039,176,141,high,3.22,0.43,9.4,6,white
467,6.8,0.32,1.26,2.2,0.044,141,68,medium,3.17,0.39,9.4,6,white
468,7.2,0.39,3.1,11,0.047,162,178,very high,3.16,0.5,8.7,5,white
469,7.2,0.29,2.65,18.15,0.047,161,182,very high,3.09,0.52,9.6,5,
470,8.6,0.37,4.2,12.15,0.039,141,158,very high,3,0.73,9.3,6,white
471,6.5,0.38,1.7,3.4,0.036,136,200,medium,3.14,0.76,10,5,white
472,6.6,0.24,1.74,2,0.023,139,86,low,3.25,0.45,12.5,6,white
473,7,0.17,2.17,4.8,0.034,172,132,medium,3.36,0.48,9.6,7,white
474,5.5,0.16,1.32,4.5,0.03,152,102,medium,3.24,0.36,9.4,6,white
475,7,0.24,2.55,11,0.029,153,227,high,3.03,0.61,9.5,5,white
476,7.4,0.28,2.52,1.1,0.028,186,105,low,2.99,0.39,12.4,7,white
477,7,0.22,1.68,1.5,0.037,151,115,medium,3.11,0.55,10.5,6,white
478,7.1,0.55,0.78,1.7,0.073,141,165,medium,2.97,0.58,9.2,6,white
479,6.3,0.22,1.98,1.7,0.041,191,164,medium,3.32,0.56,10.4,6,white
480,6.7,0.47,1.7,8.9,0.043,129,,high,3.22,0.6,9.2,5,white
481,5.9,0.36,2.46,1.3,0.047,165,104,low,3.33,0.51,10.6,6,white
482,5.8,0.25,1.2,13.3,0.044,143,137,very high,3.34,0.42,9.5,5,white
483,6.7,0.47,1.7,8.9,0.043,127,172,high,3.22,0.6,9.2,5,white
484,6.2,0.37,1.5,6.6,0.346,177,200,high,3.29,0.58,9.6,5,white
485,6.2,0.18,2.28,1.5,0.028,152,117,medium,3.47,0.54,9.7,6,white
486,6,0.16,2.22,1.5,0.025,163,117,,3.46,0.51,9.7,6,white
487,6.6,0.34,1.68,1.3,0.035,154,90,low,3.1,0.42,10.7,6,white
488,7.4,0.29,1.74,1.6,0.045,173,180,medium,3.34,0.68,10.5,6,white
489,7.4,0.26,1.86,7.6,0.047,172,177,high,3.13,0.45,8.9,6,white
490,7,0.28,2.16,1,0.035,132,70,low,3.09,0.46,12.1,6,white
491,7.1,0.23,2.73,1.6,0.032,156,65,low,3.25,0.4,12.7,7,white
492,7.8,0.19,1.56,8.9,0.039,160,182,high,3.18,0.46,9.9,6,white
493,6.3,0.19,1.68,1.8,0.022,148,158,low,3.2,0.64,11.4,6,white
494,6.8,0.2,2.28,4.7,0.04,145,103,medium,3.37,0.58,10.7,6,white
495,5.7,0.44,0.78,7,0.025,146,173,low,3.33,0.48,12.5,6,white
496,7.2,0.4,2.48,10.8,0.041,148,189,very high,12.79,0.49,8.6,4,white
497,6.8,0.23,1.92,1.6,0.026,161,147,low,3.29,0.54,12.5,6,white
498,5.7,0.335,1.7,1,0.04,115,174,low,3.27,0.66,10,5,white
499,7.2,0.4,2.48,10.8,0.041,148,189,very high,3.08,0.49,8.6,4,white
500,7.2,0.28,3.24,16.7,0.045,170,200,very high,3.08,0.49,9.5,6,white
501,6.8,0.19,3.48,14.2,0.038,169,164,very high,3.12,0.48,9.6,6,white
502,6.4,0.3,1.8,2.25,0.038,130,210,medium,3.2,0.62,9.9,6,white
503,6.5,0.3,1.45,2.25,0.037,110,210,medium,3.19,0.62,9.9,5,white
504,7.8,0.18,1.86,12.2,0.053,162,140,very high,3.06,0.53,8.9,6,white
505,7.8,0.18,1.86,12.2,0.053,168,140,very high,3.06,0.53,8.9,6,white
506,7.3,0.51,1.3,3.3,0.09,105,135,medium,3.01,0.52,8.8,5,white
507,6,0.24,1.89,1.9,0.048,180,170,medium,3.64,0.54,10,7,white
508,5.9,0.62,1.68,3.5,0.039,179,152,low,3.44,0.44,12,6,white
509,6,0.24,1.89,1.9,0.048,186,170,medium,3.64,0.54,10,7,white
510,6.7,,0.72,1.3,0.041,182,138,low,3.21,0.42,10,6,white
511,7.8,0.34,2.1,1.8,0.042,126,167,low,3.11,0.41,12.1,6,white
512,7.3,0.26,2.16,5.2,0.04,149,141,medium,3.16,0.59,11,6,white
513,7.4,0.36,1.98,1.4,0.025,147,55,low,3.21,0.33,11.2,6,white
514,7.8,0.28,2.24,9,0.036,176,115,high,3.17,0.39,10.3,7,white
515,6.1,0.31,1.56,2.2,0.051,152,167,medium,3.37,0.47,10.4,6,white
516,6.8,0.18,1.85,1.6,0.055,141,154,medium,3.08,0.45,9.1,5,white
517,7.4,0.15,2.52,1.7,0.045,175,154,low,3,0.6,10.4,6,white
518,5.9,0.13,1.68,1.9,0.05,144,78,low,3.43,0.64,10.8,6,white
519,7.2,0.34,1.7,12.6,0.048,103,41,medium,3.19,0.4,11.7,5,white
520,7.9,0.19,1.3,2.1,0.039,108,143,medium,3.05,0.74,9.8,5,white
521,7.9,0.19,1.3,2.1,0.039,112,143,medium,3.05,0.74,9.8,5,white
522,6.9,0.25,2.4,1.3,0.038,144,101,low,3.03,0.39,11.4,6,white
523,5.8,0.36,1.92,1.7,0.033,144,96,low,3.03,0.38,11.2,6,white
524,5.6,0.35,1.85,1,0.038,100,72,low,3.37,0.34,11.4,5,white
525,5.9,0.32,2.34,3.3,0.114,142,140,medium,3.09,0.45,9.2,6,white
526,7.2,0.31,1.84,5,0.04,91,29,low,3.04,0.53,12.5,4,white
527,6.1,0.28,1.32,1.8,0.034,152,116,low,3.36,0.44,12.6,6,white
528,5.2,0.36,0.12,1.6,0.031,148,104,low,3.44,0.35,12.2,6,white
529,5.6,0.19,2.82,4.5,0.03,135,112,low,3.56,0.45,11.2,6,white
530,6.4,0.1,2.1,4.9,0.048,153,103,medium,3.43,0.79,9.7,6,white
531,6.4,0.18,2.4,4,0.186,164,150,medium,3.06,0.4,9.3,5,white
532,7.4,0.25,2.16,13.2,0.067,175,178,very high,3.01,0.48,9,6,white
533,7.4,0.25,2.16,13.2,0.067,173,178,very high,3.01,0.48,9,6,white
534,7.4,0.25,2.16,13.2,0.067,173,178,very high,3.01,0.48,9,6,white
535,7.9,0.345,2.55,15.3,0.047,158,,very high,3.09,0.51,9.1,5,white
536,7.9,0.345,2.55,15.3,0.047,146,171,very high,3.09,0.51,9.1,5,white
537,7.4,0.25,2.16,13.2,0.067,173,178,very high,3.01,0.48,9,6,white
538,6.1,0.24,1.5,1.5,0.045,120,61,low,3.31,0.54,10.4,5,white
539,6.8,0.25,1.44,4.55,0.053,159,,high,3.37,0.67,9.5,6,white
540,6.7,0.31,1.24,9.9,0.04,92,175,high,3.46,0.55,11.4,4,white
541,7.2,0.46,3.25,10.4,0.05,176,192,very high,3.16,0.42,8.7,5,white
542,5.5,0.35,2.1,1.1,0.045,138,167,low,3.34,0.68,9.9,6,white
543,6.7,0.24,2.46,8.7,0.036,147,148,high,,0.62,9.9,6,
544,6.8,0.28,1.02,13.9,0.047,169,162,very high,3.21,0.51,9,6,white
545,6.4,0.16,1.32,1.4,0.04,163,149,medium,3.49,0.58,10,6,white
546,6.3,0.26,1.44,7.2,0.039,158,172,high,3.49,0.64,9.7,6,white
547,7.7,0.22,2.52,1.9,0.052,130,87,low,3.3,0.49,11.8,6,white
548,6.5,0.18,2.17,1.7,0.044,172,127,medium,3.49,0.5,10.2,7,white
549,7.2,0.46,3.25,10.4,0.05,182,192,,3.16,0.42,8.7,5,white
550,7,0.3,3.57,13.6,0.05,184,168,very high,3.07,0.52,9.6,7,white
551,9.2,0.25,2.38,1.2,0.026,171,93,low,2.93,0.37,11.3,7,white
552,7.8,0.28,2.38,1.6,0.028,170,118,low,3,0.38,12.1,7,white
553,7,0.3,3.57,13.6,0.05,180,168,very high,3.07,0.52,9.6,7,white
554,7.8,0.28,2.38,1.6,0.028,178,,low,3,0.38,12.1,7,white
555,9.2,0.25,2.38,1.2,0.026,171,93,low,2.93,0.37,11.3,7,white
556,8.4,0.35,3.55,12.2,0.046,126,160,very high,2.98,0.65,9.4,5,white
557,6.1,0.41,1.44,1.6,0.049,136,137,medium,3.32,0.5,10.4,6,white
558,5.9,0.21,1.2,12.1,0.044,151,165,high,3.25,0.39,9.5,5,white
559,7.2,0.34,2.64,4.2,0.047,173,144,low,3.01,0.76,12.3,6,white
560,6.7,0.21,2.94,9.1,0.049,169,150,high,3.12,0.74,9.9,7,white
561,5.9,0.37,0.5,1.6,0.057,141,128,medium,3.24,0.48,10.1,5,white
562,7.7,0.34,1.62,8.8,0.063,159,184,high,3.09,0.63,9.2,6,white
563,7.4,0.3,1.54,1.4,0.046,154,135,medium,3.08,0.77,10.4,7,white
564,6.8,0.51,1.5,4.2,0.066,138,165,medium,3.2,0.42,9.1,5,white
565,7.8,0.22,2.28,10.3,0.059,150,99,high,3.12,0.47,10,6,white
566,7.2,0.35,2.04,12.4,0.051,128,37,medium,3.13,0.39,11.5,6,white
567,6,0.26,2.5,2.2,0.048,155,153,medium,3.08,0.61,9.8,5,white
568,6.1,0.26,3.06,2.2,0.05,183,154,medium,3.08,0.6,9.8,6,white
569,6.5,0.28,1.62,5.2,0.04,164,179,medium,3.19,0.69,9.4,6,white
570,7.4,0.41,3.3,10.8,0.051,179,194,very high,3.05,0.46,8.7,5,white
571,6.5,0.28,2.03,2.7,0.038,166,107,low,3.32,0.41,11.6,7,white
572,6.7,0.34,2.7,16.3,0.047,144,181,very high,3.04,0.56,8.8,5,white
573,7.2,0.2,2.38,2.7,0.032,187,151,low,3.16,0.39,12.7,7,white
574,7.4,0.2,2.31,1.9,0.035,181,138,low,3.17,0.44,11.7,7,white
575,8.2,0.22,1.8,1.8,0.047,161,185,medium,3.13,0.5,10.2,6,white
576,8.2,0.23,1.74,1.8,0.047,169,187,medium,3.13,0.5,10.2,6,white
577,7.1,0.22,2.31,2.8,0.033,186,153,low,3.15,0.38,12.7,7,white
578,6.5,0.28,2.03,2.7,0.038,168,107,low,3.32,0.41,11.6,7,white
579,6,0.38,1.82,6,0.034,182,134,low,3.38,0.38,12.3,7,white
580,7.4,0.41,3.3,10.8,0.051,177,194,very high,3.05,0.46,8.7,5,white
581,5.7,0.18,1.1,4.2,0.042,127,111,medium,3.35,0.39,9.4,5,white
582,7.3,0.3,1.32,6.4,0.056,160,168,medium,3.13,0.35,10.1,6,white
583,7.4,0.24,1.32,10.7,0.042,146,81,high,2.86,0.36,9.7,6,white
584,6.6,0.25,2.1,1.6,0.046,174,134,medium,3.42,0.51,10.1,7,
585,7.4,0.24,1.32,10.7,0.042,148,81,high,2.86,0.36,9.7,6,white
586,7.4,0.26,1.8,7.9,0.049,156,157,high,3.13,0.48,8.9,6,white
587,6.1,0.32,1.75,1.7,0.034,181,136,low,3.47,0.5,10.8,7,white
588,6.9,0.28,1.89,2.1,0.036,182,121,medium,3.42,0.49,10.8,7,white
589,7,0.23,1.98,5.8,0.04,143,136,high,3.19,0.58,9.5,6,white
590,7.1,0.31,2.5,14.5,0.059,106,148,very high,2.94,0.44,9.1,5,white
591,7.3,0.2,2.22,1.2,0.037,168,119,low,3.32,0.49,10.9,6,white
592,6.9,0.41,1.65,10.1,0.043,130,152,high,3.2,0.52,9.4,5,white
593,6.4,0.45,0.35,1.1,0.03,114,131,low,2.97,0.28,10.8,5,white
594,6.4,0.475,0.3,1,0.03,105,131,,2.97,0.29,10.8,5,white
595,6.3,0.27,2.66,0.9,0.051,147,140,medium,3.45,0.5,10.5,7,white
596,6.9,0.41,1.65,10.1,0.043,124,152,high,3.2,0.52,9.4,5,white
597,7,0.29,2.22,4.9,0.034,146,127,medium,3.17,0.44,10.8,6,white
598,5.9,0.27,2.32,11.4,0.036,193,115,high,3.35,0.48,10.5,8,white
599,6.9,0.19,2.8,1.4,0.036,152,55,low,3.08,0.68,11.5,7,white
600,6.7,0.3,2.1,1.4,0.18,162,160,medium,3.11,0.54,9.4,6,white
601,7.2,0.24,2.4,1.4,0.045,151,106,low,2.88,0.38,10.8,6,white
602,6.4,0.45,0.35,1.1,0.03,114,131,low,2.97,0.28,10.8,5,white
603,6.4,0.475,0.3,1,0.03,105,131,low,2.97,0.29,10.8,5,white
604,6.3,0.26,2.94,1.5,0.052,150,134,medium,2.99,0.61,9.8,6,white
605,6.3,0.26,2.94,1.5,0.052,154,134,medium,2.99,0.61,9.8,6,white
606,7.3,0.25,1.45,7.5,0.049,136,158,high,3.43,0.38,9.6,5,white
607,7.3,0.25,1.45,7.5,0.049,140,,high,3.43,0.38,9.6,5,white
608,6.1,0.28,1.25,17.75,0.044,150,161,very high,3.34,0.48,9.5,5,white
609,7.4,0.37,2.1,5.7,0.061,134,94,high,3.48,0.69,10.7,6,
610,6.5,0.36,2.24,3.2,0.037,189,119,low,3.25,0.65,12.4,8,white
611,7.4,0.24,2.4,4.3,0.032,131,95,low,3.09,0.39,11.1,6,white
612,7.5,0.23,3.4,11,0.047,137,133,very high,2.99,0.38,8.8,5,white
613,7.5,0.21,3.4,10.9,0.045,142,133,very high,3,0.36,8.7,5,white
614,7.5,0.21,3.4,10.9,0.045,134,133,very high,3,0.36,8.7,5,white
615,7.5,0.23,3.4,11,0.047,135,,very high,2.99,0.38,8.8,5,white
616,7.8,0.32,2.31,2.4,0.037,164,101,low,3.21,0.65,11.7,7,white
617,7.8,0.26,1.62,1.9,0.051,176,,medium,3.23,0.5,10.9,6,white
618,7.7,0.24,1.62,1.8,0.051,172,190,medium,3.23,0.5,10.8,6,white
619,7.4,0.19,1.8,1.4,0.057,155,,medium,3.12,0.5,9.6,6,white
620,6.5,0.46,2.05,16.8,0.084,157,222,very high,3.18,0.58,9,5,white
621,6.5,0.26,2.15,8.9,0.083,152,171,high,2.85,0.5,9,5,white
622,5.3,0.32,0.72,6.6,0.043,144,141,medium,3.36,0.6,10.4,6,white
623,7.2,0.24,1.7,1.1,0.045,103,64,low,3.23,0.51,11.4,5,white
624,6,0.36,0.3,1.4,0.066,127,128,medium,3.26,0.55,9.3,5,white
625,6.2,0.24,2.32,13.3,0.039,211,130,high,3.33,0.46,11,8,white
626,7.6,0.56,0.48,10.4,0.096,102,177,very high,3.32,0.45,9.1,4,white
627,7,0.32,1.44,6.2,0.048,147,228,high,3.23,0.62,9.4,6,white
628,7,0.32,1.44,6.2,0.048,155,228,high,3.23,0.62,9.4,6,white
629,5.8,0.31,1.98,1.2,0.036,135,99,low,3.18,0.6,10.5,6,white
630,7,0.23,2.1,18.05,0.05,135,,very high,3.22,0.42,8.8,5,white
631,7,0.23,2.1,18.05,0.05,131,144,very high,,0.42,8.8,5,white
632,6.9,0.24,1.98,4.8,0.04,134,131,medium,3.26,0.64,10.7,6,white
633,6,0.29,1,12.6,0.045,145,187,very high,3.33,0.42,9.5,5,white
634,6.1,0.17,1.68,4.5,0.033,162,150,medium,3.43,0.49,10.9,6,
